appointment_id,listing_id,client_id,agent_employee_id,appointment_datetime,appointment_type,outcome
477,298,487,2,2022-01-05 14:00:00,showing,completed
478,281,721,27,2022-12-02 13:00:00,follow-up,completed
479,5,757,46,2022-05-30 10:30:00,showing,follow-up needed
480,307,463,46,2021-09-04 14:30:00,showing,cancelled
481,151,459,29,2023-10-11 14:00:00,consultation,follow-up needed
482,626,863,34,2024-06-12 11:00:00,follow-up,cancelled
483,775,91,31,2024-03-13 15:00:00,follow-up,completed
484,51,412,18,2022-08-20 12:00:00,showing,follow-up needed
485,896,889,69,2023-03-18 10:00:00,showing,follow-up needed
486,100,191,45,2023-11-13 14:00:00,showing,completed
487,417,227,34,2024-10-25 12:00:00,follow-up,completed
488,44,431,10,2024-05-09 17:30:00,follow-up,follow-up needed
489,113,939,56,2023-06-02 11:00:00,follow-up,completed
490,779,593,33,2024-04-29 13:00:00,showing,follow-up needed
491,292,95,40,2022-01-26 11:30:00,consultation,cancelled
492,334,978,23,2021-05-26 10:30:00,follow-up,cancelled
493,980,120,41,2023-11-29 16:00:00,follow-up,completed
494,6,878,66,2023-01-20 10:30:00,showing,completed
495,78,984,6,2023-02-23 13:30:00,showing,follow-up needed
496,681,851,44,2021-11-04 17:30:00,showing,follow-up needed
497,9,386,25,2023-02-12 11:00:00,showing,completed
498,746,676,44,2022-09-12 11:00:00,showing,completed
499,853,193,47,2023-11-14 12:00:00,showing,completed
500,528,253,61,2021-07-02 11:30:00,consultation,completed
501,786,778,62,2024-07-02 16:00:00,showing,follow-up needed
502,439,854,33,2023-11-22 13:00:00,showing,completed
503,326,13,16,2022-05-18 14:00:00,showing,completed
504,643,610,15,2024-08-28 14:00:00,showing,completed
505,807,610,25,2023-09-10 16:30:00,follow-up,follow-up needed
506,571,177,50,2022-06-10 12:00:00,showing,follow-up needed
507,583,900,9,2024-07-05 11:30:00,showing,completed
508,718,575,29,2021-09-01 10:00:00,showing,completed
509,858,164,48,2021-05-19 16:30:00,showing,completed
510,308,38,6,2022-12-24 16:30:00,follow-up,follow-up needed
511,140,293,18,2023-09-19 16:00:00,showing,follow-up needed
512,800,202,12,2023-09-30 12:00:00,follow-up,completed
513,186,124,67,2021-02-08 16:30:00,showing,completed
514,209,279,32,2022-10-29 10:30:00,showing,completed
515,186,201,67,2021-02-06 14:30:00,showing,cancelled
516,206,282,69,2023-11-11 10:30:00,showing,completed
517,749,943,42,2024-03-24 16:00:00,showing,completed
518,338,268,28,2024-01-06 13:00:00,showing,completed
519,90,896,65,2023-10-04 16:30:00,follow-up,completed
520,113,712,56,2023-05-07 14:30:00,showing,completed
521,415,286,67,2022-03-27 17:00:00,follow-up,follow-up needed
522,868,334,33,2021-06-05 12:30:00,showing,completed
523,112,358,13,2021-12-22 16:00:00,showing,completed
524,933,559,47,2023-12-26 14:00:00,follow-up,cancelled
525,215,361,37,2021-12-26 13:30:00,showing,completed
526,78,536,6,2022-12-28 15:30:00,showing,follow-up needed
527,744,532,61,2021-11-02 12:00:00,showing,follow-up needed
528,298,388,2,2021-10-20 10:30:00,showing,completed
529,278,977,29,2022-09-08 11:30:00,showing,completed
530,428,806,53,2024-04-27 13:30:00,showing,completed
531,14,795,71,2022-06-04 16:30:00,consultation,completed
532,501,661,2,2024-02-24 13:30:00,showing,cancelled
533,550,712,65,2024-01-24 12:30:00,showing,follow-up needed
534,824,458,6,2024-05-13 12:30:00,showing,follow-up needed
535,538,572,39,2023-06-17 15:00:00,showing,follow-up needed
536,353,135,60,2021-04-19 13:30:00,consultation,follow-up needed
537,292,593,40,2022-01-29 10:00:00,showing,completed
538,248,407,65,2021-10-14 11:30:00,showing,completed
539,535,122,41,2024-02-20 17:30:00,showing,follow-up needed
540,329,873,21,2021-06-29 15:30:00,showing,follow-up needed
541,291,277,25,2023-10-06 17:30:00,showing,follow-up needed
542,94,945,62,2023-01-19 14:30:00,showing,completed
543,400,679,49,2022-01-20 17:30:00,follow-up,completed
544,187,335,18,2022-12-09 14:30:00,follow-up,cancelled
545,105,605,21,2022-05-19 15:00:00,showing,follow-up needed
546,302,743,35,2022-04-09 15:30:00,showing,follow-up needed
547,999,581,13,2022-09-16 16:30:00,showing,follow-up needed
548,679,851,59,2021-02-21 16:00:00,showing,completed
549,389,850,41,2024-06-22 13:30:00,showing,completed
550,235,81,21,2021-08-24 11:00:00,showing,completed
551,369,523,8,2021-05-12 14:30:00,showing,completed
552,452,376,28,2024-11-01 10:30:00,showing,completed
553,537,686,4,2023-06-19 14:00:00,showing,completed
554,131,320,11,2024-01-15 12:30:00,showing,follow-up needed
555,522,556,37,2022-03-08 12:30:00,showing,follow-up needed
556,445,96,38,2023-12-16 16:30:00,showing,follow-up needed
557,614,671,35,2022-09-21 17:00:00,showing,completed
558,211,31,37,2023-05-04 13:00:00,follow-up,follow-up needed
559,852,629,58,2022-07-25 14:00:00,showing,completed
560,262,718,12,2022-09-30 15:00:00,showing,cancelled
561,969,531,65,2024-03-18 12:30:00,follow-up,completed
562,714,50,65,2024-08-13 14:00:00,showing,completed
563,553,176,16,2023-10-08 13:00:00,showing,completed
564,522,653,37,2022-01-19 16:00:00,follow-up,completed
565,239,193,63,2022-12-31 15:30:00,follow-up,completed
566,354,629,30,2024-09-01 10:30:00,showing,completed
567,655,186,28,2024-02-08 16:00:00,showing,follow-up needed
568,310,874,39,2023-11-04 13:00:00,showing,completed
569,615,221,45,2024-02-10 10:00:00,showing,completed
570,638,187,60,2021-03-03 15:00:00,consultation,completed
571,840,142,4,2024-02-26 11:00:00,consultation,cancelled
572,494,962,35,2021-06-16 17:00:00,showing,completed
573,489,732,57,2023-07-10 14:30:00,consultation,follow-up needed
574,321,218,31,2022-07-13 13:30:00,showing,completed
575,599,31,30,2023-04-09 12:30:00,showing,completed
576,640,121,71,2024-05-21 17:30:00,showing,completed
577,149,712,17,2023-03-11 17:00:00,showing,completed
578,595,422,5,2024-10-27 17:00:00,showing,follow-up needed
579,143,379,49,2023-05-21 12:00:00,showing,follow-up needed
580,624,917,7,2022-01-31 16:30:00,showing,cancelled
581,182,766,58,2022-08-18 13:30:00,showing,cancelled
582,854,784,50,2024-07-12 17:00:00,showing,completed
583,589,884,67,2021-06-27 16:30:00,follow-up,completed
584,15,292,11,2024-02-13 16:00:00,follow-up,completed
585,351,747,65,2021-11-16 17:00:00,showing,completed
586,500,799,22,2022-05-18 14:00:00,consultation,completed
587,638,37,60,2021-09-13 10:30:00,follow-up,completed
588,790,318,20,2021-07-04 17:00:00,consultation,completed
589,266,279,69,2023-09-27 15:30:00,showing,completed
590,488,592,20,2021-08-22 10:00:00,showing,completed
591,331,943,61,2023-06-05 12:30:00,showing,completed
592,493,136,15,2021-05-27 12:00:00,showing,completed
593,630,612,60,2022-12-13 12:30:00,showing,completed
594,194,397,69,2022-06-21 13:00:00,follow-up,follow-up needed
595,220,183,68,2023-05-25 10:30:00,showing,follow-up needed
596,102,150,62,2023-08-01 11:00:00,showing,completed
597,173,638,57,2024-09-16 11:30:00,showing,follow-up needed
598,473,214,62,2024-04-25 10:00:00,showing,follow-up needed
599,257,397,13,2024-04-11 13:30:00,follow-up,completed
600,102,320,62,2023-07-19 15:30:00,showing,completed
601,744,301,61,2021-09-02 16:00:00,showing,completed
602,682,662,66,2024-04-08 12:30:00,showing,completed
603,398,221,15,2023-08-15 15:00:00,showing,completed
604,722,789,71,2021-11-12 15:00:00,showing,completed
605,537,511,4,2023-07-04 12:00:00,showing,cancelled
606,369,776,8,2021-06-06 17:00:00,follow-up,completed
607,725,811,43,2022-04-16 13:00:00,showing,follow-up needed
608,27,850,50,2022-08-22 14:30:00,showing,follow-up needed
609,679,638,59,2021-02-04 13:30:00,showing,follow-up needed
610,271,698,8,2022-01-23 12:00:00,follow-up,cancelled
611,592,874,43,2023-08-09 16:00:00,showing,follow-up needed
612,392,565,13,2022-03-11 15:00:00,consultation,follow-up needed
613,17,315,18,2024-10-02 16:00:00,showing,follow-up needed
614,201,286,49,2022-04-12 17:00:00,showing,completed
615,340,240,62,2021-09-03 12:30:00,showing,completed
616,853,655,47,2023-10-06 17:00:00,showing,cancelled
617,499,147,40,2024-10-24 12:00:00,showing,cancelled
618,675,798,14,2022-10-05 10:00:00,follow-up,completed
619,33,936,26,2024-08-02 17:00:00,showing,completed
620,421,128,46,2021-11-09 16:00:00,showing,completed
621,501,17,2,2023-09-19 13:00:00,showing,completed
622,514,832,49,2021-08-05 17:30:00,follow-up,cancelled
623,193,285,59,2024-09-07 14:30:00,showing,completed
624,71,465,41,2021-11-27 13:30:00,showing,completed
625,857,657,63,2022-12-12 14:00:00,showing,completed
626,244,994,62,2024-06-23 13:00:00,showing,completed
627,509,747,39,2023-11-12 12:00:00,showing,follow-up needed
628,116,275,34,2021-06-23 10:00:00,showing,completed
629,766,362,72,2024-09-09 14:30:00,showing,follow-up needed
630,109,10,12,2023-05-12 15:00:00,follow-up,cancelled
631,142,76,9,2024-05-01 12:00:00,follow-up,completed
632,418,279,12,2022-01-31 16:00:00,follow-up,completed
633,149,111,17,2023-06-14 12:30:00,showing,cancelled
634,158,481,3,2023-05-15 15:00:00,showing,cancelled
635,97,878,50,2023-07-21 13:30:00,showing,cancelled
636,852,82,58,2022-07-04 11:00:00,showing,completed
637,171,819,23,2023-05-18 10:30:00,follow-up,follow-up needed
638,77,875,57,2024-11-12 17:30:00,follow-up,follow-up needed
639,892,33,36,2024-10-28 13:00:00,showing,completed
640,436,706,17,2022-10-14 15:00:00,showing,completed
641,33,968,26,2024-04-11 14:00:00,showing,follow-up needed
642,131,670,11,2024-02-13 15:00:00,showing,follow-up needed
643,147,498,1,2021-12-09 11:00:00,showing,follow-up needed
644,354,796,30,2025-03-03 12:30:00,showing,completed
645,608,119,8,2022-06-26 14:30:00,follow-up,completed
646,92,576,69,2023-08-17 17:30:00,showing,completed
647,932,194,2,2023-09-01 11:30:00,showing,completed
648,556,739,64,2022-09-22 17:00:00,showing,completed
649,958,259,27,2024-01-06 15:30:00,showing,completed
650,322,826,47,2022-03-23 11:00:00,consultation,follow-up needed
651,438,861,64,2024-12-21 11:30:00,showing,completed
652,775,727,31,2023-12-24 16:30:00,showing,follow-up needed
653,239,321,63,2022-08-15 11:30:00,consultation,follow-up needed
654,863,124,64,2024-01-27 16:30:00,showing,completed
655,430,717,21,2022-11-02 11:30:00,showing,completed
656,441,416,63,2022-10-06 13:30:00,showing,completed
657,780,498,45,2024-06-13 17:30:00,consultation,completed
658,820,38,40,2021-09-26 10:30:00,follow-up,completed
659,245,594,32,2023-11-21 12:00:00,follow-up,follow-up needed
660,186,65,67,2021-01-18 12:30:00,follow-up,follow-up needed
661,299,96,14,2021-08-18 10:00:00,consultation,completed
662,501,124,2,2023-09-10 17:00:00,showing,cancelled
663,477,30,2,2023-11-12 11:00:00,consultation,follow-up needed
664,78,322,6,2022-12-08 11:00:00,showing,completed
665,427,889,27,2021-08-27 13:30:00,showing,follow-up needed
666,838,438,52,2023-04-27 16:30:00,showing,completed
667,271,472,8,2021-12-08 17:30:00,showing,completed
668,195,637,25,2024-12-30 17:00:00,showing,completed
669,964,380,1,2023-09-01 12:30:00,follow-up,completed
670,483,987,36,2023-05-04 17:00:00,showing,follow-up needed
671,485,926,31,2022-02-12 12:00:00,follow-up,follow-up needed
672,473,322,62,2024-02-16 16:00:00,showing,follow-up needed
673,300,703,26,2022-12-20 15:30:00,showing,follow-up needed
674,295,225,18,2023-08-27 16:30:00,showing,completed
675,148,662,55,2024-06-20 13:30:00,showing,completed
676,290,524,12,2023-06-24 11:00:00,follow-up,completed
677,19,334,55,2023-03-13 16:30:00,showing,completed
678,532,963,54,2022-05-12 13:00:00,showing,follow-up needed
679,342,491,25,2023-06-22 15:00:00,consultation,follow-up needed
680,653,268,4,2022-04-24 11:00:00,showing,completed
681,898,235,54,2025-01-17 12:00:00,showing,completed
682,541,809,67,2021-02-05 11:30:00,showing,follow-up needed
683,365,384,63,2021-11-09 15:30:00,showing,completed
684,25,792,14,2022-10-07 14:30:00,showing,completed
685,811,307,22,2024-11-15 17:30:00,consultation,completed
686,186,72,67,2021-01-30 10:00:00,showing,completed
687,820,570,40,2021-09-29 12:30:00,follow-up,follow-up needed
688,74,304,16,2021-07-06 17:30:00,showing,completed
689,31,400,27,2024-01-08 14:30:00,showing,cancelled
690,326,67,16,2022-04-22 16:30:00,follow-up,follow-up needed
691,450,989,28,2022-12-31 17:30:00,follow-up,completed
692,626,391,34,2024-06-29 11:30:00,follow-up,cancelled
693,432,465,70,2023-01-02 16:30:00,consultation,completed
694,370,682,2,2022-10-27 10:30:00,showing,completed
695,864,349,32,2024-08-14 10:00:00,showing,completed
696,216,634,55,2023-11-09 13:30:00,follow-up,completed
697,107,830,55,2021-07-29 13:30:00,showing,completed
698,487,773,16,2023-09-20 10:30:00,showing,follow-up needed
699,709,58,29,2024-02-11 16:00:00,showing,completed
700,523,133,6,2023-04-17 17:00:00,follow-up,follow-up needed
701,78,14,6,2023-02-09 15:00:00,showing,follow-up needed
702,354,271,30,2025-03-20 16:00:00,showing,follow-up needed
703,37,716,59,2021-04-02 13:00:00,showing,follow-up needed
704,396,143,64,2022-11-05 17:00:00,showing,completed
705,633,901,36,2022-08-20 15:30:00,showing,completed
706,610,116,51,2022-07-05 12:00:00,follow-up,completed
707,934,621,65,2024-09-12 16:00:00,showing,completed
708,446,16,46,2024-11-19 14:00:00,showing,follow-up needed
709,99,902,21,2021-10-16 15:30:00,showing,cancelled
710,424,165,3,2022-08-07 15:30:00,consultation,follow-up needed
711,453,764,10,2022-09-01 14:30:00,showing,completed
712,886,662,46,2023-07-18 13:30:00,follow-up,follow-up needed
713,694,274,12,2024-01-29 14:30:00,consultation,follow-up needed
714,456,721,58,2022-07-27 14:30:00,consultation,follow-up needed
715,293,328,25,2022-05-24 14:00:00,follow-up,completed
716,94,462,62,2023-02-22 13:00:00,showing,cancelled
717,622,796,50,2021-12-13 14:30:00,showing,follow-up needed
718,514,301,49,2021-10-15 13:30:00,consultation,follow-up needed
719,178,327,69,2022-03-15 14:00:00,follow-up,completed
720,705,202,5,2024-07-06 12:00:00,consultation,completed
721,257,643,13,2024-01-20 10:30:00,showing,completed
722,953,340,66,2023-04-05 16:00:00,follow-up,cancelled
723,408,1000,34,2022-06-19 17:00:00,follow-up,completed
724,726,752,2,2024-08-21 14:00:00,showing,completed
725,361,931,41,2021-08-12 12:00:00,showing,follow-up needed
726,543,668,62,2021-07-30 17:00:00,showing,follow-up needed
727,593,446,71,2021-07-14 12:00:00,follow-up,follow-up needed
728,907,966,43,2023-09-19 10:30:00,showing,follow-up needed
729,698,535,5,2021-06-28 14:30:00,showing,completed
730,499,672,40,2025-01-15 14:30:00,showing,follow-up needed
731,818,33,14,2024-08-19 15:30:00,showing,completed
732,250,676,25,2021-12-26 12:00:00,showing,completed
733,730,1000,49,2024-12-02 13:00:00,showing,follow-up needed
734,338,538,28,2023-12-29 14:30:00,showing,follow-up needed
735,529,151,55,2022-07-02 16:30:00,showing,follow-up needed
736,227,19,66,2023-01-13 11:00:00,showing,cancelled
737,644,745,57,2022-08-16 13:00:00,showing,completed
738,467,896,48,2021-11-19 12:30:00,follow-up,cancelled
739,283,749,53,2024-02-20 12:00:00,consultation,follow-up needed
740,29,983,2,2021-10-17 17:30:00,showing,cancelled
741,651,420,48,2023-12-09 15:30:00,showing,cancelled
742,849,778,21,2023-04-17 15:30:00,showing,follow-up needed
743,960,379,42,2022-04-10 17:00:00,showing,completed
744,987,536,37,2023-02-18 16:00:00,showing,completed
745,77,604,57,2025-01-31 13:00:00,follow-up,follow-up needed
746,121,121,13,2021-02-01 15:30:00,consultation,follow-up needed
747,397,762,46,2023-08-29 14:30:00,showing,completed
748,765,212,48,2023-08-04 16:00:00,showing,follow-up needed
749,29,817,2,2021-07-03 11:00:00,consultation,cancelled
750,677,675,56,2023-06-24 15:00:00,showing,completed
751,902,708,50,2023-06-30 14:00:00,follow-up,completed
752,123,881,55,2024-01-23 16:00:00,consultation,completed
753,881,791,27,2023-09-14 10:00:00,showing,follow-up needed
754,184,906,5,2022-01-12 14:30:00,showing,follow-up needed
755,433,123,25,2023-12-26 12:30:00,consultation,completed
756,248,830,65,2021-09-21 13:00:00,consultation,cancelled
757,966,634,3,2021-11-25 14:00:00,showing,follow-up needed
758,253,525,66,2023-09-09 16:30:00,showing,completed
759,535,218,41,2024-02-25 10:00:00,follow-up,completed
760,682,70,66,2024-04-02 15:00:00,follow-up,follow-up needed
761,382,644,58,2021-11-19 14:30:00,showing,completed
762,872,254,36,2022-11-13 10:00:00,showing,completed
763,746,13,44,2022-11-04 11:30:00,follow-up,follow-up needed
764,607,948,2,2024-08-24 14:00:00,showing,cancelled
765,3,355,56,2023-10-18 14:00:00,follow-up,cancelled
766,570,114,42,2021-10-30 14:00:00,consultation,follow-up needed
767,392,658,13,2022-01-21 10:00:00,showing,completed
768,714,508,65,2024-06-19 15:00:00,consultation,completed
769,349,749,51,2021-02-25 12:30:00,showing,follow-up needed
770,839,819,55,2022-10-17 16:30:00,consultation,completed
771,696,872,21,2022-06-13 17:30:00,showing,completed
772,971,591,61,2024-02-14 13:00:00,showing,completed
773,548,380,20,2022-03-08 12:00:00,showing,completed
774,739,191,48,2021-05-14 12:00:00,showing,completed
775,986,851,65,2024-03-13 15:30:00,showing,completed
776,258,711,47,2022-10-24 11:00:00,showing,follow-up needed
777,602,687,49,2021-05-17 10:00:00,showing,cancelled
778,264,976,25,2025-01-31 13:00:00,follow-up,completed
779,565,178,51,2021-10-29 16:30:00,follow-up,completed
780,717,375,44,2021-06-23 11:00:00,showing,completed
781,890,705,28,2023-06-21 17:30:00,showing,completed
782,160,796,37,2023-03-30 17:30:00,showing,cancelled
783,182,13,58,2022-04-02 17:30:00,follow-up,completed
784,52,917,3,2022-09-16 13:00:00,showing,completed
785,64,942,51,2024-07-20 14:30:00,showing,follow-up needed
786,458,826,1,2022-12-17 10:00:00,showing,completed
787,611,680,33,2021-09-16 13:30:00,consultation,follow-up needed
788,184,430,5,2022-01-04 12:00:00,showing,cancelled
789,257,945,13,2023-12-22 13:30:00,showing,completed
790,873,694,6,2022-06-17 10:00:00,showing,completed
791,866,265,13,2024-05-29 14:30:00,follow-up,completed
792,482,984,66,2023-03-09 10:00:00,showing,completed
793,967,50,33,2022-07-30 12:00:00,showing,cancelled
794,785,977,65,2023-07-11 14:00:00,showing,completed
795,622,326,50,2021-07-15 10:30:00,showing,completed
796,390,591,41,2023-11-23 14:30:00,showing,completed
797,522,121,37,2022-06-29 17:30:00,showing,completed
798,136,594,15,2023-11-04 14:30:00,showing,follow-up needed
799,397,19,46,2023-08-27 12:30:00,consultation,cancelled
800,925,375,2,2022-03-14 16:30:00,follow-up,completed
801,903,875,59,2022-03-14 13:30:00,follow-up,completed
802,342,491,25,2023-09-25 17:00:00,showing,completed
803,359,269,64,2024-07-07 11:00:00,showing,follow-up needed
804,907,482,43,2023-08-20 15:00:00,showing,completed
805,182,231,58,2022-02-23 15:30:00,showing,completed
806,918,799,57,2022-10-03 14:30:00,showing,completed
807,568,1000,45,2023-04-06 12:00:00,showing,follow-up needed
808,493,565,15,2021-11-18 13:00:00,showing,completed
809,22,82,51,2023-05-22 11:00:00,showing,follow-up needed
810,449,54,41,2023-09-22 12:00:00,showing,completed
811,247,102,26,2022-06-21 10:00:00,follow-up,completed
812,423,778,34,2022-07-31 17:00:00,showing,completed
813,739,652,48,2021-03-09 15:30:00,follow-up,follow-up needed
814,863,692,64,2024-03-02 10:00:00,consultation,completed
815,478,760,25,2023-09-19 10:30:00,showing,completed
816,552,38,34,2022-06-15 10:00:00,follow-up,follow-up needed
817,542,987,14,2021-05-17 12:30:00,showing,cancelled
818,464,427,48,2023-08-08 14:30:00,showing,completed
819,354,231,30,2024-12-01 15:00:00,showing,completed
820,267,196,71,2021-05-09 11:00:00,showing,completed
821,654,296,66,2022-08-26 12:30:00,consultation,follow-up needed
822,818,143,14,2024-02-06 14:00:00,follow-up,follow-up needed
823,55,633,69,2022-11-15 17:00:00,showing,completed
824,125,195,46,2023-04-24 10:30:00,follow-up,cancelled
825,426,814,34,2021-10-23 12:00:00,showing,cancelled
826,4,612,4,2024-01-24 16:00:00,follow-up,completed
827,352,889,62,2022-01-14 15:30:00,showing,cancelled
828,457,709,31,2023-01-13 16:00:00,follow-up,cancelled
829,214,11,31,2025-01-12 10:00:00,showing,completed
830,9,26,25,2022-12-18 14:30:00,consultation,follow-up needed
831,187,912,18,2022-11-19 17:00:00,showing,completed
832,239,954,63,2022-07-10 17:30:00,follow-up,completed
833,203,626,63,2023-04-20 14:30:00,consultation,completed
834,62,849,6,2022-03-21 12:00:00,showing,follow-up needed
835,606,366,53,2024-10-20 16:30:00,showing,completed
836,155,118,8,2022-05-05 15:00:00,showing,follow-up needed
837,328,230,14,2023-11-11 17:30:00,showing,completed
838,431,926,5,2021-03-06 12:30:00,follow-up,completed
839,749,718,42,2024-04-21 13:00:00,showing,completed
840,945,959,56,2022-09-28 15:30:00,follow-up,completed
841,355,477,65,2024-10-25 14:00:00,showing,completed
842,312,987,1,2023-02-14 17:30:00,follow-up,follow-up needed
843,896,506,69,2023-03-19 12:00:00,showing,completed
844,83,984,9,2021-11-26 12:00:00,follow-up,completed
845,707,570,39,2023-11-04 11:30:00,follow-up,completed
846,649,931,10,2023-02-20 11:00:00,showing,completed
847,514,458,49,2021-09-05 12:00:00,consultation,completed
848,178,496,69,2022-01-04 15:00:00,showing,completed
849,296,511,50,2021-05-12 14:00:00,showing,completed
850,213,901,41,2021-08-02 15:30:00,showing,follow-up needed
