inquiry_id,client_id,listing_id,inquiry_date,inquiry_channel,inquiry_status
748,572,816,2021-12-23,email,closed
749,38,552,2022-06-05,referral,closed
750,496,117,2023-09-30,walk-in,followed up
751,119,387,2023-10-07,phone,open
752,751,507,2021-11-03,walk-in,open
753,21,425,2024-04-25,referral,followed up
754,913,357,2023-02-22,phone,followed up
755,660,631,2024-06-14,walk-in,followed up
756,38,820,2021-09-20,phone,followed up
757,649,657,2025-02-23,email,followed up
758,594,58,2023-04-07,website,followed up
759,128,280,2022-09-16,email,open
760,531,755,2022-10-09,website,followed up
761,253,527,2021-07-13,website,closed
762,358,87,2023-01-05,phone,closed
763,313,616,2024-10-27,website,followed up
764,282,707,2023-10-10,referral,closed
765,420,342,2023-09-06,referral,open
766,983,29,2021-10-10,walk-in,open
767,612,62,2022-05-12,website,followed up
768,661,730,2025-03-10,email,followed up
769,407,504,2024-11-11,referral,closed
770,81,321,2022-07-01,referral,closed
771,362,64,2024-07-15,website,open
772,379,727,2021-03-06,website,followed up
773,872,94,2023-03-26,referral,followed up
774,335,909,2023-05-06,referral,open
775,584,463,2022-10-26,website,closed
776,724,518,2022-07-21,website,open
777,277,382,2021-07-07,referral,closed
778,617,870,2022-05-04,website,open
779,537,974,2024-05-08,website,closed
780,610,366,2022-09-16,website,closed
781,752,980,2023-07-09,referral,open
782,951,182,2022-08-26,phone,closed
783,284,740,2022-01-20,website,closed
784,722,638,2021-04-25,walk-in,followed up
785,220,412,2024-05-22,referral,followed up
786,118,869,2021-08-10,referral,closed
787,150,549,2022-02-10,website,open
788,123,202,2022-05-07,website,followed up
789,313,303,2021-09-19,website,followed up
790,925,100,2023-10-11,website,closed
791,671,537,2023-06-02,phone,closed
792,459,830,2022-09-30,website,closed
793,340,953,2023-03-19,walk-in,followed up
794,163,643,2024-06-27,website,followed up
795,181,980,2023-07-06,phone,closed
796,348,405,2023-08-24,referral,followed up
797,191,44,2024-05-16,phone,followed up
798,837,34,2023-12-17,walk-in,followed up
799,613,798,2023-12-30,website,open
800,207,973,2023-11-03,website,closed
801,987,610,2022-05-27,phone,closed
802,301,674,2023-07-16,website,closed
803,13,182,2022-03-28,phone,closed
804,337,624,2022-03-23,walk-in,closed
805,778,842,2022-11-28,referral,followed up
806,572,171,2023-07-31,phone,closed
807,909,228,2021-03-28,website,followed up
808,531,969,2024-03-09,email,followed up
809,285,193,2024-08-29,website,open
810,722,108,2023-06-13,referral,closed
811,232,165,2022-04-07,website,followed up
812,789,460,2024-07-29,website,followed up
813,639,202,2022-05-07,email,closed
814,556,634,2022-07-25,website,closed
815,312,969,2024-04-19,website,followed up
816,225,525,2022-12-26,website,followed up
817,338,582,2024-04-24,phone,followed up
818,987,542,2021-04-27,referral,open
819,146,654,2022-06-14,website,open
820,225,551,2021-04-24,website,open
821,414,173,2024-12-19,phone,closed
822,622,203,2023-04-12,email,open
823,684,614,2022-11-05,website,closed
824,835,995,2022-07-17,referral,open
825,853,887,2023-09-16,website,closed
826,794,280,2022-09-12,website,open
827,693,113,2023-07-04,email,closed
828,875,611,2021-09-30,email,closed
829,722,262,2022-10-05,website,open
830,749,349,2021-02-19,website,open
831,953,180,2024-03-12,website,closed
832,188,142,2024-07-31,phone,followed up
833,824,543,2021-08-20,website,followed up
834,70,53,2022-02-19,website,open
835,180,561,2023-11-19,email,followed up
836,922,432,2023-02-18,website,closed
837,183,220,2023-05-11,email,closed
838,745,417,2024-09-03,website,followed up
839,504,94,2022-10-19,website,open
840,702,188,2022-10-06,phone,closed
841,584,236,2023-08-09,referral,closed
842,259,958,2023-12-25,walk-in,followed up
843,221,74,2021-05-19,phone,followed up
844,939,852,2022-06-23,referral,followed up
845,789,344,2023-03-10,website,open
846,747,509,2023-11-07,phone,closed
847,303,505,2021-09-16,referral,closed
848,644,843,2024-11-24,website,closed
849,301,674,2023-02-01,website,open
850,32,926,2023-01-21,website,followed up
851,721,312,2023-02-11,email,closed
852,461,359,2024-06-17,website,closed
853,922,786,2024-07-25,referral,followed up
854,576,235,2021-10-02,website,closed
855,702,111,2022-07-21,website,open
856,717,430,2022-10-18,walk-in,open
857,302,675,2022-09-11,referral,followed up
858,886,693,2023-07-25,referral,closed
859,459,235,2021-11-14,website,open
860,176,702,2024-11-22,email,closed
861,862,334,2021-05-15,website,followed up
862,853,483,2023-04-19,email,followed up
863,538,338,2023-12-27,website,open
864,909,265,2021-11-30,website,followed up
865,975,38,2023-01-02,website,closed
866,101,323,2021-10-31,email,closed
867,85,582,2024-06-12,referral,open
868,652,739,2021-03-01,referral,closed
869,426,170,2024-09-10,website,open
870,303,601,2023-02-18,email,followed up
871,151,539,2024-04-12,email,followed up
872,849,856,2022-05-29,email,open
873,96,620,2023-07-19,website,followed up
874,508,956,2022-06-21,walk-in,followed up
875,718,290,2023-10-19,website,followed up
876,628,115,2023-11-02,phone,open
877,449,322,2022-03-05,website,closed
878,591,727,2021-06-08,website,open
879,391,516,2023-12-16,website,followed up
880,438,838,2023-04-07,phone,closed
881,598,540,2022-08-30,referral,closed
882,942,513,2022-06-16,website,followed up
883,700,187,2022-12-26,email,followed up
884,605,105,2022-05-12,website,followed up
885,632,889,2023-02-10,phone,closed
886,923,338,2024-01-20,phone,followed up
887,824,658,2022-08-27,website,followed up
888,797,294,2021-06-14,website,closed
889,212,184,2022-02-22,website,followed up
890,673,865,2023-12-19,website,closed
891,889,858,2021-10-12,website,followed up
892,477,355,2024-10-17,walk-in,open
893,463,307,2021-09-01,email,followed up
894,188,434,2024-02-22,phone,open
895,201,429,2024-12-09,phone,closed
896,561,260,2021-12-03,walk-in,closed
897,553,22,2023-01-03,email,open
898,81,997,2022-02-26,walk-in,followed up
899,305,257,2023-08-28,website,followed up
900,216,370,2022-07-05,website,closed
901,544,166,2024-08-16,walk-in,closed
902,362,476,2022-07-04,walk-in,followed up
903,334,19,2023-02-20,phone,followed up
904,1000,568,2023-03-20,referral,closed
905,304,633,2023-03-20,email,open
906,321,163,2022-09-15,email,followed up
907,96,445,2023-12-04,website,closed
908,65,186,2021-01-09,email,open
909,932,65,2021-10-05,website,followed up
910,123,890,2023-06-18,website,open
911,719,549,2022-04-27,phone,open
912,997,8,2021-07-08,referral,closed
913,870,363,2023-01-08,phone,followed up
914,176,344,2023-01-19,email,closed
915,780,185,2021-12-25,walk-in,open
916,634,216,2023-10-26,website,open
917,799,918,2022-09-20,phone,open
918,800,959,2021-12-16,walk-in,closed
919,752,934,2024-08-28,website,closed
920,878,690,2021-11-05,walk-in,closed
921,679,345,2024-10-15,email,followed up
922,845,327,2022-01-12,website,closed
923,604,289,2024-08-01,phone,followed up
924,885,960,2022-05-02,website,closed
925,354,857,2023-02-22,website,followed up
926,769,748,2023-01-19,referral,closed
927,909,228,2021-05-15,referral,followed up
928,296,577,2021-12-03,walk-in,open
929,875,786,2024-07-27,phone,closed
930,355,173,2024-11-16,website,closed
931,677,21,2024-04-26,website,closed
932,977,278,2022-08-19,referral,open
933,388,359,2024-03-20,email,closed
934,877,582,2024-05-29,phone,closed
935,479,236,2023-06-21,phone,open
936,214,596,2021-10-14,website,followed up
937,348,470,2023-02-22,website,open
938,366,685,2023-03-06,website,closed
939,440,694,2023-10-01,website,closed
940,361,95,2021-10-19,email,closed
941,840,531,2023-08-15,email,followed up
942,749,436,2022-07-10,walk-in,open
943,794,264,2024-12-13,phone,closed
944,716,374,2021-10-21,referral,open
945,498,368,2023-07-12,email,followed up
946,186,655,2023-12-08,website,open
947,214,123,2024-02-03,referral,followed up
948,760,798,2024-02-20,website,followed up
949,906,495,2024-01-03,referral,closed
950,831,730,2025-02-14,website,followed up
951,111,466,2021-12-06,referral,followed up
952,620,269,2021-09-25,website,followed up
953,320,131,2024-01-04,walk-in,followed up
954,745,863,2024-01-02,walk-in,followed up
955,556,548,2022-02-27,website,closed
956,160,402,2021-08-10,website,followed up
957,483,459,2022-12-08,website,followed up
958,946,801,2023-09-07,walk-in,followed up
959,723,468,2024-01-19,walk-in,open
960,722,890,2023-07-15,website,closed
961,500,583,2024-07-08,phone,closed
962,509,103,2023-06-16,website,followed up
963,259,813,2023-09-02,website,closed
964,221,398,2023-08-07,website,closed
965,576,92,2023-08-09,phone,open
966,408,355,2024-10-25,phone,followed up
967,98,403,2024-07-07,website,followed up
968,101,455,2022-03-03,referral,closed
969,40,147,2021-10-07,website,closed
970,896,526,2023-04-07,phone,closed
971,654,313,2022-06-18,phone,closed
972,114,671,2024-03-19,website,open
973,91,205,2024-05-29,email,followed up
974,909,23,2022-03-06,referral,open
975,82,11,2022-10-10,website,followed up
976,318,420,2024-02-11,referral,closed
977,665,456,2022-08-28,website,followed up
978,204,243,2022-05-10,website,closed
979,275,187,2022-11-11,website,followed up
980,417,491,2023-05-28,website,open
981,54,376,2024-02-19,email,followed up
982,148,421,2021-10-05,phone,closed
983,994,324,2021-10-13,website,followed up
984,348,747,2021-10-04,website,followed up
985,382,19,2023-04-21,website,followed up
986,517,296,2021-05-10,walk-in,closed
987,764,453,2022-08-20,website,followed up
988,420,42,2024-06-06,referral,closed
989,355,182,2022-06-10,website,open
990,990,660,2024-02-16,email,closed
991,134,752,2021-10-30,phone,closed
992,301,688,2021-08-14,phone,followed up
993,819,643,2024-09-04,phone,closed
994,575,613,2022-10-22,email,closed
995,694,519,2024-10-17,email,followed up
996,129,242,2022-01-21,website,followed up
997,767,591,2021-09-13,referral,followed up
998,481,393,2022-01-28,website,open
999,559,775,2024-05-27,website,closed
1000,625,688,2021-10-30,phone,closed
1001,252,441,2022-08-22,website,closed
1002,745,863,2024-02-21,website,open
1003,624,91,2023-09-06,website,closed
1004,703,558,2023-06-29,website,closed
1005,376,452,2024-10-31,website,closed
1006,629,852,2022-07-10,walk-in,followed up
1007,461,791,2022-02-17,website,followed up
1008,978,983,2022-06-24,website,closed
1009,830,490,2021-10-11,website,closed
1010,277,170,2024-08-07,email,open
1011,716,947,2024-08-31,website,followed up
1012,324,131,2023-09-29,referral,closed
1013,183,742,2023-01-06,phone,followed up
1014,862,111,2022-10-25,phone,followed up
1015,164,977,2024-05-10,email,followed up
1016,116,153,2021-07-04,email,open
1017,129,190,2022-02-09,website,followed up
1018,120,789,2023-11-08,website,open
1019,717,463,2022-10-14,email,followed up
1020,500,220,2023-05-05,referral,closed
1021,351,990,2025-01-02,walk-in,open
1022,772,213,2021-08-19,website,followed up
1023,187,956,2022-12-21,email,closed
1024,912,187,2022-11-09,referral,closed
1025,384,165,2022-09-22,walk-in,followed up
1026,481,82,2023-02-25,email,closed
1027,658,96,2021-02-18,website,closed
1028,675,677,2023-06-06,email,open
1029,592,80,2022-11-18,website,followed up
1030,81,235,2021-08-19,website,followed up
1031,389,326,2022-04-29,walk-in,open
1032,225,463,2022-10-30,website,followed up
1033,633,58,2023-04-12,referral,closed
1034,732,489,2023-06-22,website,followed up
1035,782,759,2021-11-08,website,followed up
1036,875,817,2023-09-25,email,closed
1037,754,881,2023-09-18,referral,followed up
1038,968,569,2023-04-25,email,closed
1039,977,996,2022-06-30,website,followed up
1040,216,279,2022-05-04,website,followed up
1041,873,710,2025-03-10,website,closed
1042,279,693,2023-08-04,website,followed up
1043,684,627,2024-04-27,email,closed
1044,784,854,2024-06-27,referral,followed up
1045,328,909,2023-04-23,walk-in,closed
1046,223,13,2023-12-01,referral,followed up
1047,717,800,2023-12-28,website,followed up
1048,506,270,2024-06-17,website,open
1049,296,807,2023-10-29,website,followed up
1050,275,176,2021-10-27,phone,followed up
1051,75,258,2022-12-15,phone,closed
1052,35,123,2024-02-05,website,followed up
1053,414,973,2023-12-21,website,followed up
1054,823,242,2021-12-20,phone,open
1055,332,36,2024-03-11,phone,followed up
1056,151,139,2022-12-31,email,closed
1057,946,394,2024-08-28,email,closed
1058,977,833,2021-07-09,phone,closed
1059,240,130,2021-04-22,phone,followed up
1060,518,163,2022-10-28,website,open
1061,811,699,2024-02-12,phone,followed up
1062,662,148,2024-06-12,website,followed up
1063,981,985,2021-10-02,website,followed up
1064,789,871,2022-06-13,website,closed
1065,990,524,2024-06-18,website,followed up
1066,854,295,2023-04-15,website,closed
1067,692,724,2021-12-29,email,closed
1068,643,257,2024-01-12,phone,followed up
1069,504,784,2022-11-09,website,closed
1070,698,884,2022-12-20,website,open
1071,328,516,2023-10-03,website,closed
1072,48,950,2023-03-03,phone,followed up
1073,923,654,2022-08-17,website,followed up
1074,71,919,2023-11-10,email,open
1075,615,205,2024-06-27,email,closed
1076,838,843,2025-03-10,website,closed
1077,481,552,2022-04-02,email,followed up
1078,446,125,2023-04-25,referral,open
1079,484,255,2023-01-27,walk-in,closed
1080,836,840,2024-01-08,phone,followed up
1081,311,922,2022-02-14,website,closed
1082,952,231,2021-08-28,walk-in,open
1083,652,581,2024-10-14,referral,followed up
1084,13,746,2022-10-14,walk-in,closed
1085,375,925,2022-03-12,phone,open
1086,315,49,2021-10-14,website,open
1087,561,557,2022-08-02,website,open
1088,716,37,2021-03-22,walk-in,followed up
1089,528,356,2024-06-06,referral,open
1090,120,980,2023-11-20,phone,open
1091,531,678,2023-10-28,email,followed up
1092,30,863,2024-02-02,website,followed up
1093,909,94,2023-02-23,website,followed up
1094,841,918,2022-11-27,website,followed up
1095,963,532,2022-05-02,referral,closed
1096,919,753,2023-10-19,referral,closed
1097,774,964,2023-05-28,email,open
1098,536,400,2022-04-27,email,followed up
1099,253,272,2022-06-10,phone,closed
1100,706,36,2024-07-30,email,closed
1101,380,964,2023-08-29,referral,closed
1102,193,520,2021-08-24,website,followed up
1103,362,766,2024-08-20,referral,closed
1104,397,196,2024-07-21,phone,followed up
1105,520,10,2021-11-24,website,open
1106,760,845,2024-10-12,website,followed up
1107,379,960,2022-03-20,website,open
1108,818,282,2021-01-23,website,open
1109,352,78,2023-01-26,phone,open
1110,246,359,2024-07-07,walk-in,followed up
1111,21,916,2023-10-20,phone,followed up
1112,202,750,2024-09-16,website,open
1113,293,651,2023-10-01,phone,closed
1114,318,917,2021-11-19,website,followed up
1115,288,501,2023-11-05,referral,closed
1116,326,912,2025-03-10,website,closed
1117,524,264,2024-10-24,website,closed
1118,906,21,2024-04-22,referral,open
1119,362,822,2024-07-10,website,followed up
1120,440,218,2024-03-15,phone,followed up
1121,654,656,2024-05-22,website,open
1122,686,101,2023-12-18,website,closed
1123,85,889,2023-02-12,website,followed up
1124,227,770,2025-03-10,website,followed up
1125,133,523,2023-04-02,website,open
1126,7,154,2021-11-10,email,open
1127,78,191,2022-10-04,website,open
1128,385,192,2024-08-12,referral,open
1129,123,653,2022-05-18,website,closed
1130,545,589,2021-07-16,website,closed
1131,148,492,2022-11-25,walk-in,followed up
1132,983,985,2021-08-31,email,closed
1133,832,514,2021-08-02,phone,closed
1134,791,881,2023-09-09,referral,followed up
1135,139,800,2023-11-23,website,followed up
1136,841,181,2022-03-06,website,closed
1137,438,148,2024-05-15,email,followed up
1138,524,123,2023-10-15,website,followed up
1139,978,188,2022-11-04,walk-in,closed
1140,40,216,2023-10-26,website,followed up
1141,61,748,2022-07-20,website,open
1142,259,541,2021-02-19,referral,followed up
1143,605,418,2021-12-12,referral,closed
1144,811,719,2022-06-02,phone,closed
1145,917,689,2024-02-17,referral,closed
1146,559,735,2024-01-12,website,followed up
1147,977,785,2023-07-06,website,followed up
1148,659,249,2022-01-29,walk-in,open
1149,465,831,2024-03-03,phone,open
1150,608,541,2021-08-03,website,followed up
1151,872,350,2022-10-20,website,closed
1152,936,33,2024-08-01,email,followed up
1153,712,644,2022-03-08,website,closed
1154,141,729,2024-08-10,email,open
1155,777,656,2024-05-18,website,open
1156,943,413,2022-05-09,website,followed up
1157,654,705,2024-06-13,website,followed up
1158,963,62,2022-06-18,email,followed up
1159,264,348,2023-12-11,email,followed up
1160,875,468,2024-02-04,phone,closed
1161,710,659,2024-03-31,website,open
1162,902,158,2023-04-06,email,closed
1163,460,407,2024-12-06,website,closed
1164,118,834,2021-11-22,referral,closed
1165,509,862,2023-04-13,website,open
1166,7,94,2022-12-28,email,open
1167,532,496,2021-07-29,phone,followed up
1168,846,872,2022-12-01,website,followed up
1169,881,776,2023-05-09,website,closed
1170,395,818,2024-07-12,referral,closed
1171,31,317,2023-12-29,phone,open
1172,945,257,2023-12-21,website,followed up
1173,162,877,2022-04-23,website,followed up
1174,926,431,2021-02-14,phone,closed
1175,925,294,2021-10-08,email,followed up
1176,622,62,2022-06-24,phone,closed
1177,191,100,2023-11-11,website,open
1178,212,765,2023-07-22,email,followed up
1179,896,467,2021-11-18,referral,closed
1180,724,814,2023-12-11,walk-in,closed
1181,122,457,2023-04-09,walk-in,closed
1182,792,25,2022-09-24,website,closed
1183,658,275,2022-03-15,walk-in,followed up
1184,506,120,2021-12-10,website,open
1185,749,249,2022-04-07,phone,closed
1186,64,986,2024-03-07,phone,followed up
1187,72,521,2022-07-02,phone,followed up
1188,386,9,2023-01-30,website,open
1189,286,103,2023-07-08,email,open
1190,506,896,2023-03-08,referral,closed
1191,184,940,2021-12-09,website,followed up
1192,575,176,2022-02-15,walk-in,closed
1193,655,853,2023-09-16,website,closed
1194,835,99,2021-12-14,website,closed
1195,149,424,2022-08-18,referral,open
1196,379,857,2023-02-05,phone,closed
1197,530,819,2021-05-01,referral,followed up
1198,59,949,2022-01-03,website,open
1199,638,429,2024-09-26,walk-in,followed up
1200,285,831,2024-01-27,email,open
1201,195,948,2022-07-05,website,closed
1202,617,302,2022-04-16,phone,followed up
1203,748,173,2025-03-10,website,open
1204,163,205,2024-06-09,website,followed up
1205,202,800,2023-09-17,phone,closed
1206,577,636,2025-03-10,email,closed
1207,430,448,2023-03-25,email,open
1208,923,862,2023-04-04,email,followed up
1209,268,770,2025-02-12,website,open
1210,332,66,2021-04-15,email,closed
1211,782,816,2021-09-14,website,followed up
1212,282,705,2024-06-11,website,closed
1213,524,85,2022-01-30,website,followed up
1214,913,653,2022-05-17,website,open
1215,762,205,2024-06-22,website,followed up
1216,694,394,2024-05-25,email,followed up
1217,886,778,2024-08-27,email,open
1218,549,50,2023-09-12,walk-in,open
1219,315,150,2024-06-21,website,closed
1220,594,583,2024-06-26,referral,closed
1221,953,409,2023-08-11,website,followed up
1222,76,154,2021-11-28,website,open
1223,698,115,2023-11-19,website,followed up
1224,915,962,2024-05-08,phone,closed
1225,446,370,2022-05-30,phone,followed up
1226,191,184,2021-07-16,website,closed
1227,133,987,2022-11-02,website,open
1228,196,421,2022-01-25,website,followed up
1229,89,131,2024-01-18,phone,followed up
1230,577,351,2021-10-30,website,followed up
1231,612,982,2023-11-04,website,closed
1232,433,846,2025-03-05,referral,closed
1233,639,658,2022-08-26,walk-in,open
1234,482,461,2021-02-08,referral,closed
1235,426,963,2022-12-28,email,closed
1236,304,707,2023-10-02,email,followed up
1237,64,924,2022-10-21,walk-in,closed
1238,280,672,2021-04-03,website,open
1239,194,936,2021-06-07,phone,followed up
1240,923,151,2023-09-01,walk-in,closed
1241,377,817,2023-08-15,email,followed up
1242,743,302,2022-03-26,website,closed
1243,520,88,2024-08-20,email,followed up
1244,386,526,2023-04-24,referral,open
1245,727,775,2023-12-21,website,open
1246,90,428,2024-01-21,website,closed
1247,286,529,2022-08-11,website,open
1248,796,613,2022-10-31,walk-in,followed up
1249,775,554,2024-10-08,email,closed
1250,591,226,2021-02-08,phone,closed
1251,622,734,2024-12-07,email,closed
1252,721,198,2024-08-03,referral,followed up
1253,340,671,2024-04-18,website,followed up
1254,446,771,2021-06-12,email,open
1255,196,546,2024-04-09,website,closed
1256,416,898,2024-11-03,website,closed
1257,906,920,2021-12-30,website,closed
1258,670,440,2022-07-30,email,followed up
1259,218,321,2022-07-07,website,open
1260,422,833,2021-07-16,website,followed up
1261,232,895,2022-09-26,phone,followed up
1262,841,956,2022-10-08,referral,open
1263,877,473,2024-01-04,referral,followed up
1264,523,369,2021-05-01,website,open
1265,109,741,2022-06-19,email,closed
1266,334,775,2024-04-29,website,open
1267,110,985,2021-11-07,website,followed up
1268,96,907,2023-09-15,phone,open
1269,705,890,2023-06-07,referral,open
1270,349,864,2024-08-03,website,followed up
1271,149,916,2024-02-19,referral,followed up
1272,11,214,2025-01-05,website,followed up
1273,292,15,2024-02-02,website,open
1274,120,403,2024-07-01,website,closed
1275,477,211,2023-01-22,website,closed
1276,368,746,2022-07-23,website,open
1277,783,715,2023-05-06,website,closed
1278,260,444,2024-08-19,website,followed up
1279,943,749,2024-03-10,referral,open
1280,388,523,2022-12-10,website,followed up
1281,561,887,2023-10-16,website,closed
1282,612,630,2022-12-03,referral,closed
1283,862,105,2021-12-19,website,followed up
1284,331,172,2023-02-21,phone,followed up
1285,400,956,2022-07-26,website,closed
1286,208,942,2024-01-20,walk-in,open
1287,724,496,2021-09-27,website,followed up
1288,269,359,2024-06-26,walk-in,followed up
1289,67,523,2022-10-30,referral,open
1290,15,487,2023-11-04,email,open
1291,548,612,2022-03-18,website,closed
1292,160,325,2024-08-22,website,followed up
1293,958,184,2021-07-14,website,followed up
1294,889,352,2022-01-01,phone,followed up
1295,755,567,2022-03-20,email,followed up
1296,279,128,2022-09-07,email,closed
1297,111,257,2024-04-06,website,followed up
1298,523,533,2022-09-27,email,open
1299,462,721,2021-02-18,website,followed up
1300,324,830,2023-01-13,phone,open
1301,64,985,2021-09-02,referral,closed
1302,784,409,2023-11-11,website,closed
1303,662,532,2022-03-01,walk-in,followed up
1304,896,333,2022-12-06,referral,followed up
1305,379,143,2023-04-30,website,followed up
1306,957,44,2024-03-06,phone,followed up
1307,872,781,2023-02-13,website,closed
1308,766,182,2022-08-13,phone,open
1309,458,734,2025-02-08,referral,closed
1310,708,555,2022-08-15,phone,closed
1311,417,936,2021-06-05,referral,followed up
1312,872,991,2023-07-28,website,followed up
1313,794,90,2024-04-10,website,closed
1314,284,855,2021-06-15,email,closed
1315,384,514,2021-12-14,email,followed up
1316,967,844,2022-06-15,email,closed
1317,320,535,2024-05-04,referral,followed up
1318,775,380,2022-04-03,email,followed up
1319,260,890,2023-06-04,website,followed up
1320,483,890,2023-07-07,phone,followed up
1321,943,331,2023-06-04,website,closed
1322,121,121,2021-01-23,walk-in,closed
1323,900,191,2022-09-03,email,closed
1324,861,185,2021-12-24,website,followed up
1325,600,699,2024-06-12,email,followed up
1326,626,770,2024-09-23,email,closed
1327,96,789,2024-01-20,website,closed
1328,221,615,2024-01-29,walk-in,followed up
1329,355,219,2022-02-02,phone,followed up
1330,491,697,2023-01-29,phone,closed
1331,929,677,2023-11-23,email,open
1332,786,984,2023-03-25,walk-in,closed
1333,230,328,2023-10-27,phone,open
1334,572,538,2023-06-15,website,followed up
1335,7,648,2023-12-13,website,followed up
1336,48,877,2022-05-17,website,closed
1337,830,172,2023-03-16,website,open
1338,535,766,2023-12-28,website,closed
1339,813,524,2024-06-17,website,closed
1340,225,111,2022-07-18,email,open
1341,649,345,2024-11-07,email,closed
1342,776,369,2021-06-01,walk-in,open
1343,461,809,2022-11-23,email,open
1344,256,300,2022-12-20,website,followed up
1345,929,204,2023-07-19,email,closed
1346,766,13,2023-12-22,phone,followed up
1347,968,915,2023-03-07,phone,followed up
1348,188,471,2021-11-03,website,open
1349,885,407,2024-10-31,website,followed up
1350,361,305,2022-06-06,phone,open
1351,553,933,2023-12-15,referral,open
1352,670,343,2021-11-01,phone,open
1353,797,353,2021-05-05,website,closed
1354,385,854,2024-08-17,phone,followed up
1355,697,931,2022-08-24,referral,closed
1356,379,127,2021-12-28,website,closed
1357,809,541,2021-01-17,website,open
1358,823,889,2023-02-12,walk-in,followed up
1359,191,892,2024-11-09,phone,closed
1360,235,426,2021-10-08,website,followed up
1361,721,456,2022-07-19,phone,open
1362,380,992,2024-07-11,website,open
1363,718,526,2023-05-04,phone,followed up
1364,163,774,2023-05-02,phone,closed
1365,981,724,2021-12-07,website,followed up
1366,775,886,2023-08-02,website,followed up
1367,362,926,2023-01-17,website,followed up
1368,398,981,2023-04-14,website,open
1369,122,861,2022-09-11,walk-in,followed up
1370,408,514,2021-07-04,walk-in,closed
1371,976,264,2025-01-30,website,followed up
1372,760,860,2022-01-17,referral,closed
1373,518,881,2023-10-23,phone,followed up
1374,317,777,2023-12-11,email,followed up
1375,635,88,2024-05-25,referral,followed up
1376,227,361,2021-07-21,email,closed
1377,518,212,2023-12-15,walk-in,followed up
1378,878,187,2022-10-24,website,closed
1379,86,965,2023-08-07,walk-in,closed
1380,724,143,2023-04-23,website,followed up
1381,776,288,2023-08-06,walk-in,closed
1382,794,970,2024-08-02,website,followed up
1383,661,501,2024-02-16,website,followed up
1384,416,441,2022-09-17,phone,followed up
1385,796,19,2023-04-20,phone,followed up
1386,463,2,2024-05-05,website,followed up
1387,200,392,2022-01-21,website,followed up
1388,643,692,2024-05-12,email,closed
1389,881,451,2022-12-31,phone,closed
1390,11,426,2021-11-02,email,followed up
1391,668,416,2022-12-14,email,open
1392,691,337,2022-05-29,website,followed up
1393,786,231,2021-08-17,phone,closed
1394,40,789,2024-03-04,website,closed
1395,139,594,2022-11-08,website,closed
1396,757,730,2025-02-04,email,open
1397,360,467,2021-08-13,walk-in,followed up
1398,951,682,2024-01-06,phone,closed
1399,498,282,2021-01-14,phone,open
1400,300,690,2021-05-12,email,open
1401,889,675,2022-09-19,website,open
1402,348,418,2021-12-08,website,followed up
1403,369,383,2024-02-07,email,closed
1404,119,608,2022-06-24,website,closed
1405,388,686,2022-10-25,website,closed
1406,286,201,2022-04-10,phone,followed up
1407,227,417,2024-10-17,referral,followed up
1408,420,76,2023-03-25,referral,closed
1409,942,684,2022-05-02,phone,open
1410,511,792,2022-11-08,website,open
1411,686,537,2023-05-30,website,open
1412,128,421,2021-11-04,website,open
1413,536,78,2022-12-23,website,closed
1414,14,811,2024-08-28,phone,followed up
1415,672,34,2023-08-06,website,followed up
1416,643,544,2021-06-18,email,closed
1417,932,391,2023-11-14,website,closed
1418,700,362,2022-09-25,email,followed up
1419,191,739,2021-05-13,referral,closed
1420,218,535,2024-02-07,phone,followed up
1421,116,936,2021-06-03,phone,open
1422,717,430,2022-11-01,website,followed up
1423,764,561,2023-10-14,website,open
1424,889,944,2022-04-20,email,closed
1425,200,364,2023-11-04,email,followed up
1426,915,202,2022-05-06,website,followed up
1427,909,140,2023-10-16,referral,open
1428,854,439,2023-11-16,phone,followed up
1429,700,572,2023-06-01,website,closed
1430,605,330,2023-02-08,phone,closed
1431,944,890,2023-08-01,walk-in,closed
1432,459,387,2023-10-06,phone,closed
1433,772,879,2024-09-06,website,followed up
1434,711,778,2024-09-04,website,followed up
1435,788,409,2023-08-21,phone,closed
1436,553,493,2021-07-02,website,open
1437,431,44,2024-04-24,phone,followed up
1438,282,206,2023-11-01,email,closed
1439,61,258,2022-07-21,website,closed
1440,682,372,2021-08-13,email,followed up
1441,432,794,2021-08-20,email,closed
1442,657,857,2022-11-27,referral,followed up
1443,122,238,2021-03-20,website,closed
1444,968,650,2022-08-19,website,open
1445,70,682,2024-01-24,website,followed up
1446,914,747,2021-10-21,phone,open
1447,201,186,2021-01-18,website,followed up
1448,601,565,2021-12-03,phone,open
1449,799,69,2021-12-23,website,closed
1450,232,467,2021-07-13,walk-in,closed
1451,824,512,2022-04-08,email,open
1452,976,688,2021-09-04,website,closed
1453,254,85,2022-01-21,email,open
1454,160,883,2024-07-24,website,closed
1455,936,487,2023-12-03,website,closed
1456,117,947,2024-09-23,website,closed
1457,993,610,2022-06-20,walk-in,followed up
1458,143,471,2021-10-31,walk-in,followed up
1459,628,534,2023-06-26,website,open
1460,121,640,2024-05-04,email,followed up
1461,538,145,2021-09-15,phone,followed up
1462,792,495,2024-01-12,walk-in,closed
1463,360,85,2021-12-27,referral,followed up
1464,532,744,2021-10-24,website,closed
1465,448,237,2021-04-28,website,open
1466,266,153,2021-09-06,website,followed up
