transaction_id,listing_id,agent_employee_id,transaction_type,transaction_status,transaction_amount,monthly_rent,lease_start_date,lease_end_date,closing_date,commission_amount
434,611,33,sale,closed,2614592.0,,,,2021-10-15,65364.8
435,612,29,sale,closed,1201406.0,,,,2022-06-15,24028.12
436,613,38,sale,closed,1108615.0,,,,2023-02-18,22172.3
437,615,45,sale,closed,2199653.0,,,,2024-02-14,65989.59
438,619,57,rental,closed,,7020.14,2022-01-19,2023-01-19,2022-01-04,7020.14
439,620,64,sale,closed,1868940.0,,,,2023-08-11,37378.8
440,622,50,sale,closed,788043.0,,,,2021-12-14,19701.08
441,623,29,sale,closed,1607273.0,,,,2023-03-24,32145.46
442,624,7,sale,closed,3203871.0,,,,2022-06-16,96116.13
443,626,34,sale,closed,1043246.0,,,,2024-09-12,26081.15
444,627,44,rental,closed,,8573.89,2024-05-29,2025-05-29,2024-05-20,6430.42
445,628,55,rental,pending,,,,,,
446,630,60,sale,closed,1981734.0,,,,2023-01-13,49543.35
447,631,34,sale,pending,,,,,,
448,632,17,rental,closed,,4481.76,2023-06-03,2024-06-02,2023-05-09,3361.32
449,635,35,rental,closed,,5319.37,2021-07-29,2022-07-29,2021-07-09,5319.37
450,637,23,rental,closed,,7766.71,2024-06-11,2025-06-11,2024-06-03,7766.71
451,639,28,rental,closed,,8214.79,2023-06-23,2024-06-22,2023-06-14,4107.4
452,640,71,sale,closed,1039742.0,,,,2024-06-28,20794.84
453,641,36,sale,closed,1765075.0,,,,2021-08-04,44126.88
454,642,23,sale,closed,1746057.0,,,,2024-04-07,52381.71
455,643,15,sale,closed,1959600.0,,,,2024-09-04,58788.0
456,644,57,sale,pending,,,,,,
457,646,46,rental,closed,,8287.9,2022-07-28,2023-07-28,2022-07-07,6215.92
458,647,45,rental,pending,,,,,,
459,648,10,rental,closed,,6946.35,2024-04-26,2026-04-26,2024-04-01,3473.18
460,649,10,sale,closed,1278565.0,,,,2023-03-03,31964.12
461,651,48,sale,pending,,,,,,
462,652,48,sale,closed,781491.0,,,,2022-10-24,15629.82
463,654,66,sale,pending,,,,,,
464,655,28,sale,closed,1603603.0,,,,2024-02-21,40090.08
465,656,49,rental,closed,,3413.89,2024-06-14,2025-06-14,2024-06-03,2560.42
466,658,71,rental,closed,,3499.97,2022-09-28,2023-09-28,2022-09-17,2624.98
467,659,7,rental,closed,,15269.58,2024-06-19,2025-06-19,2024-06-10,11452.18
468,661,43,sale,closed,845457.0,,,,2024-06-12,16909.14
469,662,15,sale,closed,1061159.0,,,,2023-04-20,21223.18
470,663,47,sale,closed,861573.0,,,,2023-10-31,17231.46
471,665,30,sale,closed,1207016.0,,,,2024-09-26,24140.32
472,666,32,rental,pending,,,,,,
473,667,34,rental,closed,,8384.88,2023-06-26,2024-06-25,2023-06-07,8384.88
474,668,53,sale,closed,1679108.0,,,,2023-01-08,33582.16
475,669,26,sale,pending,,,,,,
476,670,16,sale,pending,,,,,,
477,672,22,rental,closed,,3870.07,2021-05-01,2022-05-01,2021-04-04,2902.55
478,673,50,sale,closed,1173890.0,,,,2022-03-01,23477.8
479,674,72,rental,pending,,,,,,
480,675,14,sale,closed,1413255.0,,,,2022-12-06,35331.38
481,679,59,sale,closed,1115589.0,,,,2021-05-08,27889.73
482,680,36,sale,closed,493208.0,,,,2023-12-03,12330.2
483,681,44,rental,closed,,5351.61,2021-12-21,2022-12-21,2021-12-09,5351.61
484,682,66,sale,closed,1244116.0,,,,2024-05-11,24882.32
485,684,27,sale,pending,,,,,,
486,685,41,sale,pending,,,,,,
487,686,36,sale,closed,967715.0,,,,2022-11-06,24192.88
488,688,19,rental,closed,,8008.98,2021-11-28,2023-11-28,2021-11-03,8008.98
489,689,4,rental,closed,,14418.6,2024-04-20,2025-04-20,2024-04-06,10813.95
490,691,48,sale,closed,1237216.0,,,,2022-02-28,24744.32
491,692,67,sale,closed,1566744.0,,,,2024-07-24,39168.6
492,693,16,rental,closed,,6756.31,2023-09-22,2024-09-21,2023-09-03,5067.23
493,694,12,sale,pending,,,,,,
494,695,46,rental,closed,,9191.12,2022-09-30,2023-09-30,2022-09-10,6893.34
495,696,21,sale,closed,2358104.0,,,,2022-07-11,58952.6
496,697,66,sale,pending,,,,,,
497,699,72,rental,pending,,,,,,
498,700,2,sale,closed,660756.0,,,,2025-01-02,16518.9
499,701,26,rental,closed,,13073.3,2024-07-15,2026-07-15,2024-06-28,6536.65
500,702,24,rental,pending,,,,,,
501,703,12,sale,pending,,,,,,
502,704,9,rental,pending,,,,,,
503,705,5,rental,closed,,7141.44,2024-09-05,2025-09-05,2024-08-07,5356.08
504,706,31,rental,pending,,,,,,
505,708,51,rental,closed,,8706.88,2024-07-28,2026-07-28,2024-07-16,6530.16
506,709,29,sale,closed,2021468.0,,,,2024-02-29,60644.04
507,711,15,sale,closed,628895.0,,,,2023-03-04,12577.9
508,712,51,rental,closed,,4959.4,2023-10-14,2025-10-13,2023-09-27,4959.4
509,713,53,rental,closed,,4606.04,2024-02-18,2025-02-17,2024-02-08,4606.04
510,715,34,sale,closed,2284966.0,,,,2023-07-27,68548.98
511,716,55,sale,closed,2499895.0,,,,2024-04-08,74996.85
512,717,44,sale,closed,927179.0,,,,2021-07-05,23179.48
513,718,29,sale,closed,911509.0,,,,2021-12-05,22787.73
514,719,15,rental,closed,,12765.46,2022-07-03,2023-07-03,2022-06-04,6382.73
515,721,49,sale,closed,1961588.0,,,,2021-03-05,49039.7
516,722,71,sale,closed,1680196.0,,,,2022-01-07,33603.92
517,724,30,sale,closed,1897616.0,,,,2022-01-25,47440.4
518,725,43,rental,pending,,,,,,
519,727,14,sale,closed,1600441.0,,,,2021-07-13,40011.03
520,729,5,rental,closed,,13804.23,2024-10-16,2025-10-16,2024-10-06,10353.17
521,731,11,rental,closed,,5881.21,2022-01-12,2023-01-12,2021-12-22,2940.61
522,733,13,rental,closed,,8175.56,2024-04-10,2026-04-10,2024-03-11,8175.56
523,734,40,rental,pending,,,,,,
524,737,53,sale,pending,,,,,,
525,738,65,sale,closed,1885486.0,,,,2024-02-18,47137.15
526,739,48,sale,closed,1031617.0,,,,2021-06-03,25790.43
527,740,4,sale,closed,824556.0,,,,2022-03-07,24736.68
528,741,14,sale,closed,2870685.0,,,,2022-09-08,71767.12
529,742,11,sale,pending,,,,,,
530,743,63,sale,pending,,,,,,
531,744,61,sale,pending,,,,,,
532,747,53,sale,pending,,,,,,
533,748,72,rental,pending,,,,,,
534,749,42,sale,closed,1143877.0,,,,2024-04-10,22877.54
535,750,14,sale,closed,1143127.0,,,,2024-10-08,34293.81
536,751,21,sale,closed,1356577.0,,,,2021-06-29,40697.31
537,752,15,sale,closed,1271491.0,,,,2021-12-27,25429.82
538,753,68,rental,pending,,,,,,
539,754,38,rental,closed,,5329.22,2024-03-14,2025-03-14,2024-02-15,3996.91
540,755,67,rental,closed,,9871.7,2022-12-06,2024-12-05,2022-11-21,4935.85
541,756,19,rental,closed,,9185.77,2023-06-13,2024-06-12,2023-05-15,4592.89
542,757,48,rental,pending,,,,,,
543,759,2,rental,closed,,12809.25,2022-03-01,2023-03-01,2022-02-21,9606.94
544,760,1,sale,closed,1914684.0,,,,2022-06-01,38293.68
545,762,60,rental,pending,,,,,,
546,763,29,rental,closed,,10291.7,2021-11-21,2022-11-21,2021-10-25,5145.85
547,765,48,sale,closed,1625054.0,,,,2023-08-27,32501.08
548,769,43,sale,closed,2217897.0,,,,2024-03-31,66536.91
549,772,61,sale,closed,1466999.0,,,,2024-08-12,29339.98
550,774,61,sale,pending,,,,,,
551,775,31,sale,pending,,,,,,
552,776,46,sale,closed,727745.0,,,,2023-07-01,14554.9
553,777,28,rental,closed,,6313.4,2024-01-22,2025-01-21,2024-01-13,3156.7
554,778,56,sale,closed,1077056.0,,,,2024-09-05,32311.68
555,779,33,sale,pending,,,,,,
556,782,25,sale,pending,,,,,,
557,783,26,rental,closed,,18127.07,2022-02-01,2023-02-01,2022-01-22,9063.53
558,784,40,rental,pending,,,,,,
559,785,65,sale,pending,,,,,,
560,786,62,rental,closed,,3914.76,2024-09-08,2025-09-08,2024-08-23,3914.76
561,787,4,rental,closed,,7750.56,2022-07-28,2024-07-27,2022-07-05,7750.56
562,788,59,sale,closed,1267033.0,,,,2023-05-20,38010.99
563,789,70,sale,pending,,,,,,
564,791,11,rental,closed,,10887.38,2022-02-27,2024-02-27,2022-02-18,5443.69
565,795,47,rental,closed,,5942.22,2022-06-17,2023-06-17,2022-05-30,4456.66
566,797,35,sale,pending,,,,,,
567,800,12,rental,closed,,7991.92,2024-01-17,2025-01-16,2024-01-08,7991.92
568,801,24,rental,closed,,7780.7,2023-10-15,2024-10-14,2023-09-17,3890.35
569,803,59,sale,closed,479501.0,,,,2021-05-15,14385.03
570,804,40,sale,pending,,,,,,
571,806,18,rental,closed,,8223.01,2025-03-10,2026-03-10,2025-03-01,4111.51
572,809,46,rental,pending,,,,,,
573,810,67,rental,pending,,,,,,
574,812,69,rental,pending,,,,,,
575,813,37,sale,pending,,,,,,
576,815,60,sale,pending,,,,,,
577,816,24,sale,closed,2348787.0,,,,2022-02-20,70463.61
578,817,49,rental,closed,,3615.45,2023-12-13,2024-12-12,2023-12-06,3615.45
579,819,43,rental,closed,,8346.04,2021-06-14,2023-06-14,2021-06-05,6259.53
580,821,3,rental,pending,,,,,,
581,822,56,rental,closed,,16598.71,2024-12-24,2025-12-24,2024-11-28,16598.71
582,823,48,rental,closed,,6011.54,2023-11-26,2024-11-25,2023-11-18,4508.65
583,824,6,rental,closed,,5956.07,2024-08-09,2025-08-09,2024-07-12,2978.03
584,825,14,rental,closed,,7555.36,2022-10-01,2023-10-01,2022-09-19,7555.36
585,828,18,sale,closed,2801580.0,,,,2024-05-21,70039.5
586,829,7,sale,pending,,,,,,
587,831,59,rental,pending,,,,,,
588,833,56,sale,closed,731253.0,,,,2021-08-23,21937.59
589,834,48,sale,closed,703923.0,,,,2022-04-22,14078.46
590,835,61,sale,pending,,,,,,
591,839,55,sale,pending,,,,,,
592,840,4,sale,closed,670210.0,,,,2024-05-21,13404.2
593,841,31,sale,pending,,,,,,
594,843,64,sale,pending,,,,,,
595,844,12,rental,pending,,,,,,
596,845,37,rental,closed,,6527.03,2024-11-16,2025-11-16,2024-10-27,3263.51
597,847,67,rental,closed,,6856.9,2023-10-08,2024-10-07,2023-09-10,3428.45
598,848,13,sale,closed,1218012.0,,,,2024-05-12,24360.24
599,849,21,rental,closed,,8906.43,2023-05-15,2024-05-14,2023-04-30,6679.82
600,850,2,rental,closed,,8660.64,2024-03-22,2026-03-22,2024-02-25,8660.64
601,852,58,rental,closed,,7260.56,2022-08-08,2024-08-07,2022-07-31,7260.56
602,853,47,sale,closed,1700512.0,,,,2024-01-29,34010.24
603,854,50,sale,closed,1824222.0,,,,2024-09-04,36484.44
604,855,34,rental,closed,,11510.37,2021-10-16,2022-10-16,2021-09-25,5755.19
605,856,56,sale,closed,2106354.0,,,,2022-08-02,42127.08
606,857,63,rental,pending,,,,,,
607,860,3,rental,closed,,10620.97,2022-05-30,2023-05-30,2022-05-06,10620.97
608,862,32,sale,closed,1136264.0,,,,2023-07-17,34087.92
609,863,64,sale,closed,2010244.0,,,,2024-02-25,40204.88
610,864,32,sale,closed,2037046.0,,,,2024-10-07,40740.92
611,866,13,sale,pending,,,,,,
612,868,33,sale,pending,,,,,,
613,869,15,sale,closed,979011.0,,,,2021-10-18,29370.33
614,870,66,sale,closed,851935.0,,,,2022-07-06,25558.05
615,871,48,sale,closed,662156.0,,,,2022-06-14,19864.68
616,872,36,sale,closed,668894.0,,,,2023-01-04,13377.88
617,875,36,rental,closed,,14277.73,2021-04-24,2023-04-24,2021-03-31,14277.73
618,877,29,sale,closed,709860.0,,,,2022-07-16,17746.5
619,878,59,sale,pending,,,,,,
620,881,27,rental,closed,,11826.87,2023-12-20,2025-12-19,2023-11-22,11826.87
621,883,63,rental,pending,,,,,,
622,884,68,rental,pending,,,,,,
623,885,60,rental,closed,,15566.32,2023-01-08,2024-01-08,2023-01-01,11674.74
624,886,46,rental,closed,,15493.84,2024-01-10,2026-01-09,2023-12-23,15493.84
625,889,49,rental,closed,,5771.33,2023-04-15,2024-04-14,2023-03-31,5771.33
626,890,28,sale,closed,742933.0,,,,2023-08-02,22287.99
627,891,52,sale,closed,1103458.0,,,,2024-05-11,27586.45
628,892,36,rental,closed,,7845.35,2025-01-25,2026-01-25,2025-01-01,3922.68
629,893,41,sale,pending,,,,,,
630,894,64,sale,closed,1534013.0,,,,2024-04-26,30680.26
631,895,21,sale,closed,1509571.0,,,,2022-12-21,30191.42
632,896,69,rental,closed,,9040.47,2023-03-23,2024-03-22,2023-03-14,6780.35
633,899,18,sale,closed,1471278.0,,,,2024-10-10,44138.34
634,900,3,sale,closed,1749597.0,,,,2025-03-01,52487.91
635,903,59,rental,closed,,10926.96,2022-04-26,2024-04-25,2022-03-31,5463.48
636,904,42,rental,closed,,9050.85,2022-09-13,2023-09-13,2022-08-28,6788.14
637,905,60,sale,closed,1841820.0,,,,2021-07-22,36836.4
638,907,43,sale,closed,1723765.0,,,,2023-09-18,34475.3
639,908,1,rental,closed,,10793.57,2024-01-14,2025-01-13,2023-12-22,5396.78
640,910,69,rental,closed,,17547.61,2021-09-02,2022-09-02,2021-08-17,17547.61
641,911,4,sale,closed,865659.0,,,,2024-10-29,21641.48
642,912,51,sale,pending,,,,,,
643,913,57,sale,closed,2641649.0,,,,2021-08-18,79249.47
644,914,15,sale,closed,2411596.0,,,,2022-01-01,60289.9
645,917,63,rental,pending,,,,,,
646,918,57,rental,pending,,,,,,
647,920,4,rental,closed,,3517.72,2022-01-26,2023-01-26,2022-01-13,3517.72
648,922,61,rental,closed,,7818.24,2022-03-11,2023-03-11,2022-02-25,5863.68
649,924,30,sale,closed,1833690.0,,,,2022-11-13,36673.8
650,925,2,sale,closed,1781457.0,,,,2022-05-04,44536.43
651,926,52,sale,closed,1726893.0,,,,2023-04-23,34537.86
652,928,22,sale,closed,423918.0,,,,2022-10-25,8478.36
653,929,49,rental,pending,,,,,,
654,930,27,sale,closed,1025401.0,,,,2021-08-18,25635.03
655,931,26,rental,closed,,5734.26,2022-09-29,2023-09-29,2022-09-10,5734.26
656,932,2,rental,pending,,,,,,
657,933,47,sale,closed,1418272.0,,,,2024-02-17,28365.44
658,936,32,rental,closed,,5651.44,2021-10-18,2022-10-18,2021-09-23,5651.44
659,939,9,rental,pending,,,,,,
660,940,8,sale,pending,,,,,,
661,942,41,sale,closed,1354283.0,,,,2024-02-05,27085.66
662,943,57,rental,closed,,6294.45,2021-07-30,2022-07-30,2021-07-16,6294.45
663,946,25,sale,closed,2117020.0,,,,2021-12-26,42340.4
664,948,35,rental,closed,,12734.48,2022-12-15,2023-12-15,2022-11-18,9550.86
665,949,66,sale,closed,763233.0,,,,2022-05-18,19080.83
666,951,40,rental,closed,,5390.71,2022-12-20,2024-12-19,2022-12-11,5390.71
667,952,24,rental,pending,,,,,,
668,953,66,sale,pending,,,,,,
669,954,56,sale,pending,,,,,,
670,958,27,sale,closed,819366.0,,,,2024-03-26,20484.15
671,960,42,sale,closed,2459748.0,,,,2022-05-17,49194.96
672,964,1,rental,closed,,4812.93,2023-10-20,2025-10-19,2023-09-23,3609.7
673,966,3,rental,closed,,13602.56,2022-01-26,2023-01-26,2022-01-10,10201.92
674,968,49,rental,closed,,5634.11,2023-06-25,2024-06-24,2023-06-11,2817.05
675,969,65,rental,closed,,5386.61,2024-05-22,2025-05-22,2024-05-04,5386.61
676,970,21,rental,closed,,4818.64,2024-11-18,2025-11-18,2024-10-21,3613.98
677,971,61,rental,closed,,7367.51,2024-03-14,2025-03-14,2024-02-26,5525.63
678,972,50,sale,pending,,,,,,
679,973,49,rental,closed,,6733.17,2024-03-23,2026-03-23,2024-03-16,3366.59
680,974,69,rental,closed,,7770.18,2024-08-07,2026-08-07,2024-07-16,3885.09
681,975,18,sale,pending,,,,,,
682,976,20,rental,closed,,4204.37,2021-10-16,2022-10-16,2021-10-02,4204.37
683,977,72,rental,closed,,9521.4,2024-07-21,2025-07-21,2024-06-30,7141.05
684,978,34,sale,closed,1440024.0,,,,2025-02-24,28800.48
685,979,9,rental,closed,,13891.83,2022-11-09,2023-11-09,2022-10-12,6945.91
686,981,28,rental,closed,,8989.65,2023-06-02,2024-06-01,2023-05-22,8989.65
687,982,47,sale,pending,,,,,,
688,986,65,sale,closed,2221036.0,,,,2024-03-30,55525.9
689,987,37,rental,closed,,8074.23,2023-04-06,2024-04-05,2023-03-24,4037.11
690,988,10,sale,pending,,,,,,
691,989,21,sale,closed,1207287.0,,,,2024-07-21,36218.61
692,990,25,sale,closed,1178422.0,,,,2025-01-16,35352.66
693,992,10,rental,closed,,6257.26,2024-09-12,2025-09-12,2024-08-23,6257.26
694,993,56,rental,closed,,7767.33,2024-09-06,2025-09-06,2024-08-24,5825.5
695,994,50,sale,closed,1285273.0,,,,2025-01-12,38558.19
696,995,20,sale,pending,,,,,,
697,996,69,sale,closed,1621786.0,,,,2022-07-12,40544.65
698,997,46,sale,closed,1293803.0,,,,2022-07-30,25876.06
699,998,25,rental,closed,,9013.85,2023-05-04,2024-05-03,2023-04-16,9013.85
700,999,13,sale,pending,,,,,,
