listing_id,property_id,agent_employee_id,listing_type,listing_price,listing_status,list_date,end_date
511,617,19,sale,1572010,closed,2023-11-30,2023-12-23
512,618,46,rent,8544,closed,2022-03-28,2022-05-21
513,619,47,sale,1623748,closed,2022-05-16,2022-09-21
514,620,49,rent,7887,active,2021-07-02,
515,621,70,rent,7836,pending,2022-07-15,
516,622,68,rent,15610,active,2023-07-10,
517,625,54,sale,616174,closed,2022-12-16,2023-04-13
518,627,67,sale,1189682,closed,2022-07-20,2022-08-17
519,628,45,sale,1289056,closed,2024-06-08,2024-10-20
520,629,19,rent,12948,pending,2021-01-18,
521,630,38,sale,1416725,pending,2021-11-04,
522,631,37,sale,738316,active,2021-11-30,
523,632,6,sale,1464204,pending,2022-08-27,
524,634,40,rent,10844,closed,2024-04-29,2024-09-19
525,635,7,sale,1788143,closed,2022-12-23,2023-01-10
526,639,72,sale,1128514,closed,2022-12-19,2023-05-14
527,641,26,sale,772349,closed,2021-06-26,2021-08-19
528,642,61,rent,8450,closed,2021-06-15,2021-07-11
529,643,55,sale,1710647,closed,2022-05-25,2022-09-18
530,644,40,sale,1574203,cancelled,2021-07-20,2021-10-23
531,645,18,sale,1791673,closed,2023-06-12,2023-09-20
532,646,54,rent,10224,pending,2022-02-13,
533,647,60,sale,1226400,closed,2022-09-09,2022-12-12
534,648,56,sale,1280157,pending,2023-02-09,
535,650,41,sale,1096179,pending,2023-12-15,
536,651,55,rent,4539,pending,2023-01-03,
537,652,4,sale,1002134,closed,2023-04-21,2023-09-29
538,653,39,sale,1280880,closed,2023-05-13,2023-07-05
539,654,70,sale,985128,closed,2024-04-03,2024-05-23
540,655,17,rent,4411,closed,2022-08-24,2022-12-20
541,656,67,rent,6489,pending,2021-01-13,
542,657,14,sale,541603,closed,2021-04-22,2021-07-18
543,658,62,sale,1048444,cancelled,2021-07-19,2021-12-28
544,660,66,rent,8773,closed,2021-05-05,2021-10-19
545,661,19,rent,10093,closed,2021-04-19,2021-09-16
546,662,20,rent,7439,pending,2023-10-12,
547,663,63,rent,6559,closed,2022-09-29,2022-10-18
548,664,20,rent,3619,cancelled,2022-02-16,2022-03-06
549,665,32,sale,627132,active,2021-09-05,
550,667,65,sale,984773,active,2023-08-29,
551,668,39,rent,5518,active,2021-04-24,
552,669,34,sale,1353931,closed,2022-01-12,2022-06-18
553,671,16,sale,2534962,closed,2023-06-19,2023-12-11
554,672,19,sale,1604122,pending,2024-07-26,
555,673,26,sale,621500,closed,2022-05-08,2022-10-12
556,674,64,rent,5541,closed,2022-08-17,2022-09-29
557,675,60,sale,1135876,closed,2022-07-18,2022-09-01
558,676,59,sale,732852,closed,2023-05-21,2023-08-19
559,677,5,rent,11000,cancelled,2023-03-09,2023-06-12
560,678,46,sale,1374265,pending,2024-06-23,
561,679,36,rent,14637,closed,2023-08-17,2023-12-30
562,680,65,sale,1576511,pending,2021-11-21,
563,681,9,rent,5765,pending,2023-12-12,
564,682,44,rent,13793,closed,2021-11-07,2022-04-18
565,683,51,rent,6995,closed,2021-10-14,2022-01-17
566,684,61,rent,5914,pending,2024-08-14,
567,686,68,sale,1383509,cancelled,2022-01-05,2022-06-01
568,687,45,rent,9798,closed,2022-10-26,2023-04-10
569,688,21,rent,9544,closed,2023-04-07,2023-05-02
570,689,42,sale,1770584,closed,2021-08-06,2021-12-23
571,690,50,sale,1490043,closed,2022-04-30,2022-07-01
572,691,33,rent,10814,closed,2023-05-11,2023-06-13
573,693,48,rent,7858,active,2021-05-30,
574,696,14,rent,10220,closed,2021-03-02,2021-06-10
575,697,72,rent,12351,cancelled,2023-02-13,2023-07-27
576,698,37,sale,1637695,pending,2022-06-02,
577,699,25,rent,5657,closed,2021-11-28,2022-04-30
578,700,27,sale,1498179,cancelled,2021-02-19,2021-04-02
579,702,47,sale,891003,active,2021-10-15,
580,703,10,rent,10355,pending,2024-03-09,
581,704,25,sale,1748908,pending,2024-08-08,
582,705,65,rent,7229,active,2024-03-14,
583,706,9,sale,1332490,closed,2024-06-20,2024-08-12
584,707,10,sale,1727651,active,2024-07-04,
585,708,39,sale,1151099,active,2021-09-18,
586,709,70,sale,1426014,closed,2023-10-19,2024-04-07
587,711,33,sale,562828,cancelled,2022-04-04,2022-07-05
588,713,21,sale,675894,active,2023-01-03,
589,714,67,sale,620989,closed,2021-06-03,2021-08-21
590,716,8,rent,3909,pending,2023-10-22,
591,717,4,sale,1544028,closed,2021-08-16,2021-11-09
592,718,43,sale,835461,pending,2023-05-14,
593,720,71,rent,5607,pending,2021-05-02,
594,721,31,sale,979076,closed,2022-11-07,2022-12-10
595,722,5,rent,7472,pending,2024-02-29,
596,723,11,rent,12259,active,2021-05-25,
597,724,6,rent,9367,closed,2023-09-08,2023-12-04
598,725,45,sale,1785457,pending,2023-10-15,
599,727,30,rent,6203,pending,2022-09-14,
600,728,69,rent,11883,closed,2021-04-24,2021-07-01
601,729,3,rent,7707,pending,2023-02-16,
602,730,49,sale,615133,pending,2021-04-17,
603,731,18,sale,2343076,cancelled,2023-05-31,2023-11-05
604,732,46,sale,1302261,cancelled,2021-08-30,2021-12-20
605,733,31,sale,1224545,active,2023-06-14,
606,734,53,sale,964352,active,2024-04-20,
607,736,2,sale,704936,pending,2024-01-04,
608,737,8,rent,8127,closed,2022-05-27,2022-07-03
609,738,41,rent,6224,pending,2022-01-05,
610,739,51,rent,5100,closed,2022-05-16,2022-07-06
611,740,33,sale,2667815,closed,2021-09-08,2021-10-15
612,741,29,sale,1203057,closed,2022-02-26,2022-06-15
613,742,38,sale,1136028,closed,2022-09-12,2023-02-18
614,743,35,sale,617646,active,2022-05-16,
615,744,45,sale,2250372,closed,2024-01-14,2024-02-14
616,745,11,rent,9182,active,2024-06-27,
617,746,67,rent,16124,active,2021-10-08,
618,747,48,sale,615439,active,2024-02-07,
619,748,57,rent,6603,closed,2021-10-18,2022-01-04
620,749,64,sale,1903302,closed,2023-07-19,2023-08-11
621,750,50,sale,565442,active,2022-07-08,
622,751,50,sale,791357,closed,2021-06-23,2021-12-14
623,753,29,sale,1565725,closed,2023-02-23,2023-03-24
624,754,7,sale,3295895,closed,2022-01-13,2022-06-16
625,755,45,rent,5432,active,2021-03-06,
626,756,34,sale,1064642,closed,2024-05-31,2024-09-12
627,757,44,rent,8618,closed,2024-04-25,2024-05-20
628,758,55,rent,5909,pending,2024-06-26,
629,759,50,sale,948648,cancelled,2021-04-27,2021-10-03
630,760,60,sale,1987355,closed,2022-08-12,2023-01-13
631,763,34,sale,3071866,pending,2024-03-09,
632,764,17,rent,4442,closed,2023-02-20,2023-05-09
633,765,36,rent,8321,active,2022-07-29,
634,766,44,rent,5211,cancelled,2022-05-27,2022-08-28
635,767,35,rent,5090,closed,2021-03-21,2021-07-09
636,768,2,rent,9242,active,2024-08-30,
637,769,23,rent,7539,closed,2024-03-10,2024-06-03
638,770,60,rent,11680,active,2021-02-05,
639,771,28,rent,7631,closed,2023-01-05,2023-06-14
640,772,71,sale,1086043,closed,2024-04-01,2024-06-28
641,774,36,sale,1785591,closed,2021-05-12,2021-08-04
642,775,23,sale,1765708,closed,2023-10-11,2024-04-07
643,778,15,sale,2054892,closed,2024-06-19,2024-09-04
644,779,57,sale,1836632,pending,2022-01-13,
645,780,8,sale,1285549,cancelled,2021-03-27,2021-06-11
646,782,46,rent,8181,closed,2022-06-15,2022-07-07
647,784,45,rent,7121,pending,2021-04-02,
648,785,10,rent,6514,closed,2023-11-05,2024-04-01
649,786,10,sale,1337736,closed,2022-10-30,2023-03-03
650,787,47,sale,1763065,cancelled,2022-08-03,2022-11-12
651,788,48,sale,1841446,pending,2023-04-16,
652,789,48,sale,810025,closed,2022-08-26,2022-10-24
653,790,4,rent,8018,active,2021-11-04,
654,791,66,sale,1045490,pending,2022-03-10,
655,792,28,sale,1595132,closed,2023-11-07,2024-02-21
656,793,49,rent,3259,closed,2024-04-08,2024-06-03
657,794,10,rent,8528,active,2024-08-22,
658,795,71,rent,3469,closed,2022-04-05,2022-09-17
659,796,7,rent,15419,closed,2024-01-09,2024-06-10
660,799,35,sale,666660,cancelled,2023-12-11,2024-03-19
661,801,43,sale,879463,closed,2024-03-24,2024-06-12
662,802,15,sale,1078465,closed,2023-01-12,2023-04-20
663,803,47,sale,897194,closed,2023-07-01,2023-10-31
664,804,47,sale,2423232,active,2024-02-22,
665,805,30,sale,1172661,closed,2024-05-24,2024-09-26
666,806,32,rent,19738,pending,2021-09-14,
667,809,34,rent,8515,closed,2023-04-15,2023-06-07
668,811,53,sale,1649375,closed,2022-12-01,2023-01-08
669,812,26,sale,516024,pending,2021-10-31,
670,813,16,sale,1416559,pending,2023-07-19,
671,814,13,sale,1885565,cancelled,2024-02-10,2024-06-27
672,815,22,rent,3873,closed,2021-03-11,2021-04-04
673,816,50,sale,1143665,closed,2021-09-29,2022-03-01
674,817,72,rent,5695,pending,2022-12-27,
675,819,14,sale,1456464,closed,2022-08-24,2022-12-06
676,820,46,rent,7451,active,2021-04-03,
677,822,56,rent,5511,active,2023-04-18,
678,824,66,sale,1795478,cancelled,2023-09-05,2023-11-08
679,825,59,sale,1161952,closed,2021-01-16,2021-05-08
680,826,36,sale,506441,closed,2023-06-18,2023-12-03
681,827,44,rent,5052,closed,2021-07-18,2021-12-09
682,828,66,sale,1288617,closed,2023-11-27,2024-05-11
683,829,41,sale,518724,cancelled,2023-05-24,2023-09-17
684,830,27,sale,1957701,pending,2021-10-21,
685,833,41,sale,1719024,pending,2022-07-24,
686,834,36,sale,966814,closed,2022-08-07,2022-11-06
687,835,34,rent,7342,cancelled,2022-04-04,2022-07-04
688,836,19,rent,7948,closed,2021-08-06,2021-11-03
689,837,4,rent,13835,closed,2024-02-05,2024-04-06
690,839,70,sale,977603,active,2021-03-23,
691,840,48,sale,1266642,closed,2022-02-04,2022-02-28
692,841,67,sale,1599251,closed,2024-03-15,2024-07-24
693,842,16,rent,6711,closed,2023-07-19,2023-09-03
694,843,12,sale,1058331,pending,2023-06-05,
695,844,46,rent,8821,closed,2022-07-25,2022-09-10
696,845,21,sale,2328715,closed,2022-04-01,2022-07-11
697,846,66,sale,2151112,pending,2022-07-20,
698,847,5,sale,803461,cancelled,2021-06-01,2021-09-07
699,848,72,rent,8429,pending,2023-12-04,
700,850,2,sale,641889,closed,2024-07-06,2025-01-02
701,1,26,rent,12774,closed,2024-04-15,2024-06-28
702,1,24,rent,13083,pending,2024-08-25,
703,2,12,sale,853221,pending,2022-08-02,
704,2,9,rent,5348,pending,2022-03-15,
705,12,5,rent,7078,closed,2024-06-05,2024-08-07
706,12,31,rent,7745,pending,2024-11-02,
707,13,39,rent,8229,cancelled,2023-09-19,2023-11-22
708,13,51,rent,8474,closed,2024-02-24,2024-07-16
709,18,29,sale,1970104,closed,2024-01-18,2024-02-29
710,18,54,sale,2106713,active,2024-09-29,
711,19,15,sale,644414,closed,2022-10-29,2023-03-04
712,19,51,rent,4857,closed,2023-06-13,2023-09-27
713,20,53,rent,4510,closed,2023-09-18,2024-02-08
714,20,65,rent,4008,active,2024-03-06,
715,28,34,sale,2295894,closed,2023-04-18,2023-07-27
716,28,55,sale,2503216,closed,2023-11-29,2024-04-08
717,31,44,sale,943001,closed,2021-04-22,2021-07-05
718,31,29,sale,952800,closed,2021-08-05,2021-12-05
719,32,15,rent,12209,closed,2021-12-08,2022-06-04
720,32,17,sale,1924158,active,2022-11-28,
721,33,49,sale,1933529,closed,2021-02-10,2021-03-05
722,33,71,sale,1671354,closed,2021-09-21,2022-01-07
723,39,69,sale,1773593,cancelled,2021-04-11,2021-07-30
724,39,30,sale,1911177,closed,2021-09-28,2022-01-25
725,53,43,rent,9620,pending,2021-11-27,
726,53,2,rent,9279,active,2024-02-07,
727,71,14,sale,1631559,closed,2021-02-11,2021-07-13
728,71,39,sale,1364509,cancelled,2021-12-04,2022-03-04
729,72,5,rent,13899,closed,2024-07-17,2024-10-06
730,72,49,rent,14015,active,2024-11-26,
731,78,11,rent,5565,closed,2021-09-26,2021-12-22
732,78,3,rent,5456,cancelled,2022-05-20,2022-09-21
733,82,13,rent,7685,closed,2024-01-15,2024-03-11
734,82,40,rent,7013,pending,2024-07-09,
735,90,3,sale,1169241,active,2023-05-21,
736,90,61,sale,1081189,cancelled,2023-07-29,2023-10-22
737,91,53,sale,1796503,pending,2023-05-30,
738,91,65,sale,1889591,closed,2023-09-17,2024-02-18
739,99,48,sale,1031155,closed,2021-02-05,2021-06-03
740,99,4,sale,832507,closed,2021-12-22,2022-03-07
741,102,14,sale,2976279,closed,2022-04-21,2022-09-08
742,102,11,sale,2753218,pending,2022-12-22,
743,104,63,sale,1448404,pending,2021-12-13,
744,104,61,sale,1423164,pending,2021-06-21,
745,106,8,sale,2819374,active,2024-03-06,
746,106,44,sale,2593904,active,2022-06-01,
747,118,53,sale,1593944,pending,2021-03-16,
748,118,72,rent,11277,pending,2022-07-04,
749,119,42,sale,1182114,closed,2024-01-23,2024-04-10
750,119,14,sale,1186328,closed,2024-08-31,2024-10-08
751,129,21,sale,1346515,closed,2021-06-08,2021-06-29
752,129,15,sale,1275563,closed,2021-08-19,2021-12-27
753,135,68,rent,5412,pending,2023-05-19,
754,135,38,rent,5321,closed,2024-01-26,2024-02-15
755,139,67,rent,9177,closed,2022-08-26,2022-11-21
756,139,19,rent,8879,closed,2023-03-16,2023-05-15
757,141,48,rent,14698,pending,2022-02-23,
758,141,43,rent,13704,cancelled,2022-05-30,2022-08-09
759,143,2,rent,12316,closed,2021-10-05,2022-02-21
760,143,1,sale,1998005,closed,2022-04-27,2022-06-01
761,147,69,rent,7298,cancelled,2022-01-20,2022-03-03
762,147,60,rent,7063,pending,2022-04-16,
763,158,29,rent,9665,closed,2021-05-17,2021-10-25
764,158,37,rent,10921,cancelled,2021-11-17,2022-02-13
765,163,48,sale,1595917,closed,2023-05-23,2023-08-27
766,163,72,sale,1729343,active,2023-12-28,
767,170,14,sale,534984,cancelled,2022-02-19,2022-04-17
768,170,14,sale,549655,cancelled,2022-07-17,2022-12-26
769,172,43,sale,2153424,closed,2023-12-06,2024-03-31
770,172,61,sale,2162402,active,2024-09-18,
771,176,28,sale,1769980,active,2021-01-06,
772,176,61,sale,1512814,closed,2024-06-13,2024-08-12
773,177,18,rent,15943,cancelled,2022-10-25,2022-11-25
774,177,61,sale,2826785,pending,2023-04-06,
775,191,31,sale,729603,pending,2023-10-22,
776,191,46,sale,731931,closed,2023-02-12,2023-07-01
777,193,28,rent,6239,closed,2023-12-06,2024-01-13
778,193,56,sale,1089198,closed,2024-07-13,2024-09-05
779,198,33,sale,2111158,pending,2023-10-01,
780,198,45,sale,2211755,active,2024-02-17,
781,200,55,sale,2755873,cancelled,2023-01-19,2023-05-05
782,200,25,sale,2768815,pending,2023-10-15,
783,201,26,rent,17116,closed,2022-01-02,2022-01-22
784,201,40,rent,14601,pending,2022-06-25,
785,210,65,sale,675555,pending,2023-01-26,
786,210,62,rent,3626,closed,2024-05-27,2024-08-23
787,211,4,rent,7196,closed,2022-06-03,2022-07-05
788,211,59,sale,1320461,closed,2022-11-22,2023-05-20
789,226,70,sale,2128015,pending,2023-08-28,
790,226,20,sale,1941920,active,2021-03-20,
791,228,11,rent,10143,closed,2021-12-29,2022-02-18
792,228,8,rent,8477,active,2022-04-09,
793,234,25,sale,985596,active,2024-01-20,
794,234,41,sale,999624,active,2021-02-04,
795,248,47,rent,5580,closed,2021-12-13,2022-05-30
796,248,9,sale,786119,cancelled,2022-12-06,2023-01-08
797,257,35,sale,717002,pending,2023-10-25,
798,257,26,sale,697294,active,2023-06-28,
799,275,40,rent,8065,cancelled,2023-04-19,2023-05-07
800,275,12,rent,7961,closed,2023-08-24,2024-01-08
801,278,24,rent,7224,closed,2023-08-07,2023-09-17
802,278,3,rent,7621,active,2023-11-23,
803,279,59,sale,497643,closed,2021-01-22,2021-05-15
804,279,40,sale,592245,pending,2021-12-06,
805,286,17,rent,8996,cancelled,2024-08-08,2024-10-13
806,286,18,rent,7824,closed,2025-01-28,2025-03-01
807,291,25,sale,762360,active,2023-04-28,
808,291,34,sale,752627,cancelled,2022-02-13,2022-05-17
809,296,46,rent,10260,pending,2022-06-26,
810,296,67,rent,11928,pending,2022-12-16,
811,302,22,rent,10180,active,2024-07-16,
812,302,69,rent,9537,pending,2024-04-13,
813,304,37,sale,616098,pending,2023-06-08,
814,304,12,sale,648049,cancelled,2023-10-29,2024-01-23
815,311,60,sale,2283236,pending,2022-03-08,
816,311,24,sale,2436400,closed,2021-08-25,2022-02-20
817,312,49,rent,3381,closed,2023-08-15,2023-12-06
818,312,14,rent,3190,active,2024-01-03,
819,326,43,rent,7933,closed,2021-01-17,2021-06-05
820,326,40,rent,7986,cancelled,2021-07-20,2021-11-06
821,339,3,rent,15267,pending,2024-01-25,
822,339,56,rent,16232,closed,2024-06-16,2024-11-28
823,345,48,rent,5999,closed,2023-08-28,2023-11-18
824,345,6,rent,5810,closed,2024-04-09,2024-07-12
825,350,14,rent,7070,closed,2022-04-25,2022-09-19
826,350,52,sale,1019574,active,2023-04-25,
827,353,39,rent,19073,active,2021-12-02,
828,353,18,sale,2910778,closed,2023-12-10,2024-05-21
829,362,7,sale,1447994,pending,2022-11-14,
830,362,19,rent,8961,active,2022-09-26,
831,378,59,rent,8602,pending,2023-07-29,
832,378,23,rent,8227,active,2021-10-30,
833,385,56,sale,740051,closed,2021-06-14,2021-08-23
834,385,48,sale,734096,closed,2021-11-13,2022-04-22
835,388,61,sale,595184,pending,2021-11-23,
836,388,49,sale,648606,cancelled,2023-03-19,2023-08-04
837,389,50,sale,685028,cancelled,2022-05-13,2022-06-24
838,389,52,sale,712065,active,2023-01-25,
839,396,55,sale,790833,pending,2022-08-03,
840,396,4,sale,656969,closed,2023-12-30,2024-05-21
841,399,31,sale,1832384,pending,2024-05-31,
842,399,51,sale,1989181,cancelled,2022-11-28,2022-12-16
843,401,64,sale,1651587,pending,2024-08-15,
844,401,12,rent,10054,pending,2022-03-09,
845,404,37,rent,6655,closed,2024-09-01,2024-10-27
846,404,34,rent,7124,active,2025-01-24,
847,412,67,rent,6911,closed,2023-05-14,2023-09-10
848,412,13,sale,1266327,closed,2024-01-27,2024-05-12
849,415,21,rent,9076,closed,2023-04-09,2023-04-30
850,415,2,rent,8526,closed,2023-10-14,2024-02-25
851,420,7,rent,6732,active,2023-04-03,
852,420,58,rent,7208,closed,2022-06-14,2022-07-31
853,430,47,sale,1756267,closed,2023-08-28,2024-01-29
854,430,50,sale,1865712,closed,2024-04-03,2024-09-04
855,432,34,rent,11517,closed,2021-06-13,2021-09-25
856,432,56,sale,2057222,closed,2022-03-21,2022-08-02
857,437,63,rent,7718,pending,2022-07-31,
858,437,48,rent,9305,active,2021-04-13,
859,443,4,rent,10734,active,2022-11-23,
860,443,3,rent,9874,closed,2022-01-02,2022-05-06
861,448,15,sale,1223375,cancelled,2022-09-02,2023-02-19
862,448,32,sale,1193133,closed,2023-03-20,2023-07-17
863,453,64,sale,1967748,closed,2024-01-01,2024-02-25
864,453,32,sale,2101333,closed,2024-05-25,2024-10-07
865,466,10,rent,5650,cancelled,2023-12-09,2024-01-06
866,466,13,sale,881892,pending,2024-02-04,
867,471,39,sale,806318,active,2021-06-11,
868,471,33,sale,774816,pending,2021-02-15,
869,472,15,sale,1006144,closed,2021-06-12,2021-10-18
870,472,66,sale,875552,closed,2022-04-02,2022-07-06
871,478,48,sale,692053,closed,2022-05-15,2022-06-14
872,478,36,sale,702764,closed,2022-08-28,2023-01-04
873,484,6,rent,13611,active,2022-01-16,
874,484,1,rent,14862,cancelled,2022-01-07,2022-04-04
875,486,36,rent,13243,closed,2021-02-08,2021-03-31
876,486,41,rent,13265,active,2021-09-20,
877,493,29,sale,689432,closed,2022-04-06,2022-07-16
878,493,59,sale,824742,pending,2022-10-17,
879,499,70,sale,2801681,active,2024-07-24,
880,499,44,sale,2412563,active,2024-02-17,
881,500,27,rent,11801,closed,2023-06-30,2023-11-22
882,500,52,rent,13250,cancelled,2024-01-24,2024-04-16
883,508,63,rent,12609,pending,2024-03-16,
884,508,68,rent,10404,pending,2022-12-09,
885,514,60,rent,14973,closed,2022-08-21,2023-01-01
886,514,46,rent,14460,closed,2023-06-29,2023-12-23
887,526,3,rent,9794,active,2023-05-01,
888,526,63,rent,8948,active,2022-08-05,
889,530,49,rent,5579,closed,2023-02-08,2023-03-31
890,530,28,sale,730709,closed,2023-05-21,2023-08-02
891,534,52,sale,1097796,closed,2024-03-14,2024-05-11
892,534,36,rent,7538,closed,2024-08-29,2025-01-01
893,536,41,sale,1647289,pending,2023-01-14,
894,536,64,sale,1554571,closed,2023-12-27,2024-04-26
895,558,21,sale,1540850,closed,2022-08-10,2022-12-21
896,558,69,rent,8825,closed,2023-02-24,2023-03-14
897,569,13,sale,2275305,active,2023-08-09,
898,569,54,sale,2148024,active,2024-08-30,
899,578,18,sale,1510697,closed,2024-07-27,2024-10-10
900,578,3,sale,1748196,closed,2025-02-17,2025-03-01
901,579,61,rent,12468,cancelled,2022-05-27,2022-11-21
902,579,50,rent,12047,cancelled,2023-03-15,2023-09-02
903,586,59,rent,10384,closed,2022-01-31,2022-03-31
904,586,42,rent,8965,closed,2022-06-20,2022-08-28
905,588,60,sale,1887404,closed,2021-05-13,2021-07-22
906,588,31,sale,1765118,active,2022-02-02,
907,603,43,sale,1778488,closed,2023-08-03,2023-09-18
908,603,1,rent,10780,closed,2023-11-17,2023-12-22
909,605,61,sale,2823586,active,2023-04-13,
910,605,69,rent,16697,closed,2021-05-25,2021-08-17
911,606,4,sale,844230,closed,2024-05-28,2024-10-29
912,606,51,sale,773837,pending,2025-02-18,
913,623,57,sale,2677304,closed,2021-03-23,2021-08-18
914,623,15,sale,2501839,closed,2021-10-08,2022-01-01
915,624,19,rent,5077,cancelled,2023-01-21,2023-05-05
916,624,13,sale,794219,active,2023-09-25,
917,626,63,rent,7391,pending,2021-06-01,
918,626,57,rent,7203,pending,2022-06-17,
919,633,36,rent,3960,active,2023-07-12,
920,633,4,rent,3504,closed,2021-10-14,2022-01-13
921,636,38,rent,7689,active,2023-01-30,
922,636,61,rent,7696,closed,2021-11-21,2022-02-25
923,637,17,sale,1556307,active,2022-08-27,
924,637,30,sale,1848425,closed,2022-08-22,2022-11-13
925,638,2,sale,1784298,closed,2022-03-10,2022-05-04
926,638,52,sale,1752462,closed,2022-11-24,2023-04-23
927,640,65,sale,488232,cancelled,2021-12-15,2022-02-10
928,640,22,sale,424760,closed,2022-06-05,2022-10-25
929,649,49,rent,6140,pending,2023-09-15,
930,649,27,sale,1002922,closed,2021-05-13,2021-08-18
931,659,26,rent,5748,closed,2022-07-24,2022-09-10
932,659,2,rent,5700,pending,2023-01-25,
933,666,47,sale,1396553,closed,2023-12-10,2024-02-17
934,666,65,sale,1312187,cancelled,2024-06-18,2024-09-28
935,670,69,sale,926557,active,2024-02-08,
936,670,32,rent,5312,closed,2021-04-25,2021-09-23
937,685,32,sale,2301786,active,2022-01-10,
938,685,35,sale,2026910,cancelled,2023-07-24,2024-01-13
939,692,9,rent,6237,pending,2021-07-07,
940,692,8,sale,921899,pending,2021-09-29,
941,694,62,sale,1319613,active,2022-05-15,
942,694,41,sale,1412921,closed,2024-01-05,2024-02-05
943,695,57,rent,6187,closed,2021-05-30,2021-07-16
944,695,28,rent,6048,active,2021-09-24,
945,701,56,rent,13048,active,2022-09-07,
946,701,25,sale,2216906,closed,2021-08-17,2021-12-26
947,710,59,sale,1910713,active,2024-07-24,
948,710,35,rent,12118,closed,2022-05-31,2022-11-18
949,712,66,sale,750228,closed,2021-12-28,2022-05-18
950,712,69,sale,744690,active,2022-11-19,
951,715,40,rent,5134,closed,2022-07-18,2022-12-11
952,715,24,rent,5457,pending,2023-01-28,
953,719,66,sale,2266834,pending,2022-10-16,
954,719,56,sale,1906343,pending,2021-12-01,
955,726,44,rent,12937,cancelled,2021-07-13,2021-11-21
956,726,25,rent,12672,active,2022-04-27,
957,735,65,sale,792558,active,2022-04-20,
958,735,27,sale,846320,closed,2023-12-23,2024-03-26
959,752,51,sale,2273898,cancelled,2021-11-13,2022-01-19
960,752,42,sale,2439848,closed,2022-03-20,2022-05-17
961,761,35,sale,1172317,cancelled,2023-08-29,2023-12-31
962,761,48,rent,7261,cancelled,2024-03-27,2024-06-30
963,762,41,rent,4629,active,2022-11-15,
964,762,1,rent,4472,closed,2023-05-22,2023-09-23
965,773,53,rent,10534,active,2023-04-08,
966,773,3,rent,12871,closed,2021-10-14,2022-01-10
967,776,33,rent,5836,active,2022-02-19,
968,776,49,rent,5585,closed,2023-02-04,2023-06-11
969,777,65,rent,5172,closed,2024-02-21,2024-05-04
970,777,21,rent,4495,closed,2024-08-02,2024-10-21
971,781,61,rent,7009,closed,2023-09-10,2024-02-26
972,781,50,sale,1051407,pending,2024-03-28,
973,783,49,rent,6824,closed,2023-09-25,2024-03-16
974,783,69,rent,7437,closed,2024-04-19,2024-07-16
975,797,18,sale,594841,pending,2022-08-06,
976,797,20,rent,4223,closed,2021-06-01,2021-10-02
977,798,72,rent,9202,closed,2024-04-22,2024-06-30
978,798,34,sale,1439148,closed,2024-09-20,2025-02-24
979,800,9,rent,13960,closed,2022-08-20,2022-10-12
980,800,41,sale,2273230,active,2023-04-29,
981,807,28,rent,9030,closed,2023-01-10,2023-05-22
982,807,47,sale,1196251,pending,2023-10-08,
983,808,18,sale,1544088,cancelled,2022-06-15,2022-07-08
984,808,7,sale,1612964,cancelled,2022-11-10,2023-04-01
985,810,66,sale,2525392,active,2021-05-04,
986,810,65,sale,2259156,closed,2024-03-04,2024-03-30
987,818,37,rent,7759,closed,2022-11-01,2023-03-24
988,818,10,sale,1018620,pending,2023-09-22,
989,821,21,sale,1212643,closed,2024-02-18,2024-07-21
990,821,25,sale,1155434,closed,2024-09-01,2025-01-16
991,823,58,sale,1145864,cancelled,2023-06-02,2023-10-17
992,823,10,rent,6293,closed,2024-05-13,2024-08-23
993,831,56,rent,7630,closed,2024-03-24,2024-08-24
994,831,50,sale,1341254,closed,2024-12-24,2025-01-12
995,832,20,sale,1489571,pending,2022-04-07,
996,832,69,sale,1589066,closed,2022-04-02,2022-07-12
997,838,46,sale,1346090,closed,2022-02-15,2022-07-30
998,838,25,rent,8492,closed,2023-02-18,2023-04-16
999,849,13,sale,1105680,pending,2022-02-27,
1000,849,17,sale,1285603,cancelled,2024-05-17,2024-06-14
